Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,66,0,6,6,28,248
ODS,23,22,0,0,0,1,28,248
Piráti,22,21,0,0,0,1,28,248
SPD,19,14,0,0,1,4,28,248
ČSSD,15,0,7,0,7,1,28,248
KSČM,15,0,8,0,6,1,28,248
KDU-ČSL,10,10,0,0,0,0,28,248
TOP09,7,6,0,1,0,0,28,248
STAN,6,4,0,0,1,1,28,248
Nezařaz,5,3,0,0,1,1,28,248
Celkem,200,80,81,1,22,16,28,248
