Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,57,0,4,8,9,24,100
ODS,25,21,0,0,3,1,24,100
Piráti,22,16,0,1,1,4,24,100
SPD,22,18,0,0,3,1,24,100
ČSSD,15,8,0,1,1,5,24,100
KSČM,15,10,0,0,3,2,24,100
KDU-ČSL,10,4,0,0,3,3,24,100
TOP09,7,5,0,0,0,2,24,100
STAN,6,6,0,0,0,0,24,100
Celkem,200,145,0,6,22,27,24,100
