Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,35,16,0,27,32,210
ODS,23,0,16,1,0,6,32,210
Piráti,22,0,22,0,0,0,32,210
SPD,19,0,18,0,0,1,32,210
ČSSD,15,0,4,1,1,9,32,210
KSČM,15,0,10,4,0,1,32,210
KDU-ČSL,10,2,2,2,2,2,32,210
TOP09,7,0,3,0,4,0,32,210
STAN,6,0,5,0,1,0,32,210
Nezařaz,5,0,3,0,0,2,32,210
Celkem,200,2,118,24,8,48,32,210
