Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,N,28,361
Andrej Babiš,ANO,Z,28,361
Andrea Babišová,ANO,N,28,361
Margita Balaštíková,ANO,N,28,361
Josef Bělica,ANO,N,28,361
Stanislav Berkovec,ANO,N,28,361
Jiří Bláha,ANO,N,28,361
Richard Brabec,ANO,N,28,361
Milan Brázdil,ANO,N,28,361
Andrea Brzobohatá,ANO,N,28,361
Jaroslav Bžoch,ANO,N,28,361
Monika Červíčková,ANO,N,28,361
Klára Dostálová,ANO,M,28,361
Lenka Dražilová,ANO,N,28,361
Jaroslav Faltýnek,ANO,N,28,361
Kamal Farhan,ANO,N,28,361
Milan Feranec,ANO,N,28,361
Eva Fialová,ANO,N,28,361
Stanislav Fridrich,ANO,N,28,361
Josef Hájek,ANO,Z,28,361
Milan Hnilička,ANO,N,28,361
Ivan Jáč,ANO,N,28,361
Miloslav Janulík,ANO,N,28,361
Aleš Juchelka,ANO,N,28,361
Pavel Juříček,ANO,M,28,361
Iva Kalátová,ANO,M,28,361
Adam Kalous,ANO,N,28,361
David Kasal,ANO,N,28,361
Tomáš Kohoutek,ANO,N,28,361
Martin Kolovratník,ANO,Z,28,361
Barbora Kořanová,ANO,N,28,361
Josef Kott,ANO,N,28,361
Robert Králíček,ANO,N,28,361
Roman Kubíček,ANO,N,28,361
Jan Kubík,ANO,N,28,361
Jaroslav Kytýr,ANO,N,28,361
Taťána Malá,ANO,N,28,361
Přemysl Mališ,ANO,N,28,361
Jiří Mašek,ANO,N,28,361
Eva Matyášová,ANO,N,28,361
Radka Maxová,ANO,M,28,361
Marcela Melková,ANO,Z,28,361
Jana Mračková Vildumetzová,ANO,N,28,361
Patrik Nacher,ANO,N,28,361
Marek Novák,ANO,N,28,361
Monika Oborná,ANO,N,28,361
Ladislav Okleštěk,ANO,N,28,361
Zuzana Ožanová,ANO,M,28,361
Jana Pastuchová,ANO,N,28,361
František Petrtýl,ANO,N,28,361
Pavel Plzák,ANO,N,28,361
Milan Pour,ANO,N,28,361
David Pražák,ANO,N,28,361
Věra Procházková,ANO,N,28,361
Pavel Pustějovský,ANO,M,28,361
Karel Rais,ANO,N,28,361
Michal Ratiborský,ANO,N,28,361
Jan Richter,ANO,N,28,361
Miloslava Rutová,ANO,N,28,361
Pavel Růžička,ANO,N,28,361
Jan Řehounek,ANO,N,28,361
Petr Sadovský,ANO,N,28,361
Jan Schiller,ANO,N,28,361
Pavel Staněk,ANO,Z,28,361
Jiří Strýček,ANO,N,28,361
Karla Šlechtová,ANO,N,28,361
Julius Špičák,ANO,N,28,361
David Štolpa,ANO,N,28,361
Karel Tureček,ANO,N,28,361
Helena Válková,ANO,N,28,361
Petr Venhoda,ANO,N,28,361
Adam Vojtěch,ANO,Z,28,361
Jan Volný,ANO,N,28,361
Radek Vondráček,ANO,M,28,361
Ivo Vondrák,ANO,N,28,361
Petr Vrána,ANO,N,28,361
Rostislav Vyzula,ANO,M,28,361
Radek Zlesák,ANO,N,28,361
Ivan Adamec,ODS,A,28,361
Jan Bauer,ODS,M,28,361
Martin Baxa,ODS,A,28,361
Petr Beitl,ODS,A,28,361
Marek Benda,ODS,A,28,361
Stanislav Blaha,ODS,A,28,361
Pavel Blažek,ODS,A,28,361
Jana Černochová,ODS,A,28,361
Petr Fiala,ODS,A,28,361
Jakub Janda,ODS,A,28,361
Karel Krejza,ODS,A,28,361
Martin Kupka,ODS,A,28,361
Jaroslav Martinů,ODS,A,28,361
Ilona Mauritzová,ODS,A,28,361
Vojtěch Munzar,ODS,A,28,361
Miroslava Němcová,ODS,A,28,361
Jan Skopeček,ODS,A,28,361
Zbyněk Stanjura,ODS,A,28,361
Bohuslav Svoboda,ODS,A,28,361
Jiří Ventruba,ODS,A,28,361
Veronika Vrecionová,ODS,A,28,361
Jan Zahradník,ODS,A,28,361
Pavel Žáček,ODS,A,28,361
Dana Balcarová,Piráti,A,28,361
Lukáš Bartoň,Piráti,A,28,361
Ivan Bartoš,Piráti,A,28,361
Lukáš Černohorský,Piráti,A,28,361
František Elfmark,Piráti,A,28,361
Mikuláš Ferjenčík,Piráti,A,28,361
Radek Holomčík,Piráti,A,28,361
Martin Jiránek,Piráti,A,28,361
Lukáš Kolářík,Piráti,A,28,361
František Kopřiva,Piráti,A,28,361
Lenka Kozlová,Piráti,A,28,361
Jan Lipavský,Piráti,A,28,361
Tomáš Martínek,Piráti,A,28,361
Jakub Michálek,Piráti,A,28,361
Mikuláš Peksa,Piráti,A,28,361
Vojtěch Pikal,Piráti,A,28,361
Ondřej Polanský,Piráti,A,28,361
Jan Pošvář,Piráti,A,28,361
Ondřej Profant,Piráti,A,28,361
Olga Richterová,Piráti,A,28,361
Petr Třešňák,Piráti,A,28,361
Tomáš Vymazal,Piráti,A,28,361
Jaroslav Dvořák,SPD,M,28,361
Radim Fiala,SPD,M,28,361
Jaroslav Holík,SPD,A,28,361
Jan Hrnčíř,SPD,Z,28,361
Tereza Hyťhová,SPD,A,28,361
Monika Jarošová,SPD,A,28,361
Pavel Jelínek,SPD,A,28,361
Jiří Kobza,SPD,A,28,361
Jiří Kohoutek,SPD,A,28,361
Radek Koten,SPD,A,28,361
Jana Levová,SPD,Z,28,361
Karla Maříková,SPD,A,28,361
Tomio Okamura,SPD,A,28,361
Zdeněk Podal,SPD,A,28,361
Miloslav Rozner,SPD,A,28,361
Radek Rozvoral,SPD,A,28,361
Lucie Šafránková,SPD,A,28,361
Lubomír Španěl,SPD,A,28,361
Radovan Vích,SPD,A,28,361
Jiří Běhounek,ČSSD,N,28,361
Jan Birke,ČSSD,M,28,361
Petr Dolínek,ČSSD,N,28,361
Jaroslav Foldyna,ČSSD,N,28,361
Alena Gajdůšková,ČSSD,N,28,361
Jan Hamáček,ČSSD,Z,28,361
Tomáš Hanzel,ČSSD,Z,28,361
Jan Chvojka,ČSSD,N,28,361
Roman Onderka,ČSSD,M,28,361
Roman Sklenák,ČSSD,N,28,361
Antonín Staněk,ČSSD,N,28,361
Kateřina Valachová,ČSSD,N,28,361
Ondřej Veselý,ČSSD,Z,28,361
Václav Votava,ČSSD,N,28,361
Lubomír Zaorálek,ČSSD,N,28,361
Hana Aulická Jírovcová,KSČM,N,28,361
Alexander Černý,KSČM,Z,28,361
Jiří Dolejš,KSČM,Z,28,361
Vojtěch Filip,KSČM,N,28,361
Miroslav Grebeníček,KSČM,Z,28,361
Stanislav Grospič,KSČM,M,28,361
Pavel Kováčik,KSČM,N,28,361
Leo Luzar,KSČM,M,28,361
Květa Matušovská,KSČM,N,28,361
Zdeněk Ondráček,KSČM,N,28,361
Daniel Pawlas,KSČM,N,28,361
Marie Pěnčíková,KSČM,N,28,361
Ivo Pojezný,KSČM,N,28,361
Jiří Valenta,KSČM,Z,28,361
Miloslava Vostrá,KSČM,N,28,361
Jan Bartošek,KDU-ČSL,M,28,361
Pavel Bělobrádek,KDU-ČSL,A,28,361
Ondřej Benešík,KDU-ČSL,A,28,361
Jan Čižinský,KDU-ČSL,A,28,361
Pavla Golasowská,KDU-ČSL,A,28,361
Stanislav Juránek,KDU-ČSL,A,28,361
Marian Jurečka,KDU-ČSL,A,28,361
Vít Kaňkovský,KDU-ČSL,A,28,361
Jiří Mihola,KDU-ČSL,A,28,361
Marek Výborný,KDU-ČSL,A,28,361
Dominik Feri,TOP09,A,28,361
Miroslav Kalousek,TOP09,Z,28,361
Helena Langšádlová,TOP09,A,28,361
Markéta Pekarová Adamová,TOP09,A,28,361
Karel Schwarzenberg,TOP09,M,28,361
František Vácha,TOP09,A,28,361
Vlastimil Válek,TOP09,A,28,361
Jan Farský,STAN,M,28,361
Petr Gazdík,STAN,A,28,361
Věra Kovářová,STAN,A,28,361
Jana Krutáková,STAN,A,28,361
Petr Pávek,STAN,M,28,361
Vít Rakušan,STAN,A,28,361
Marian Bojko,Nezařaz,M,28,361
Václav Klaus,Nezařaz,Z,28,361
Zuzana Majerová Zahradníková,Nezařaz,A,28,361
Ivana Nevludová,Nezařaz,A,28,361
Lubomír Volný,Nezařaz,A,28,361
