Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,55,0,8,2,13,7,61
ODS,25,17,0,6,0,2,7,61
Piráti,22,18,0,3,0,1,7,61
SPD,22,21,0,0,0,1,7,61
ČSSD,15,9,0,3,0,3,7,61
KSČM,15,8,0,4,1,2,7,61
KDU-ČSL,10,8,0,0,1,1,7,61
TOP09,7,2,0,1,2,2,7,61
STAN,6,4,0,1,0,1,7,61
Celkem,200,142,0,26,6,26,7,61
