Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,37,0,2,39,44,223
ODS,23,12,0,0,0,11,44,223
Piráti,22,11,0,0,0,11,44,223
SPD,20,9,0,0,0,11,44,223
ČSSD,14,0,7,1,0,6,44,223
KSČM,15,0,8,0,0,7,44,223
KDU-ČSL,10,5,0,0,0,5,44,223
TOP09,7,3,0,0,0,4,44,223
STAN,6,3,0,0,0,3,44,223
Nezařaz,5,2,0,0,1,2,44,223
Celkem,200,45,52,1,3,99,44,223
