Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,63,7,0,8,11,32
ODS,25,0,24,0,0,1,11,32
Piráti,22,0,22,0,0,0,11,32
SPD,22,0,17,0,0,5,11,32
ČSSD,15,7,3,3,2,0,11,32
KSČM,15,0,0,2,9,4,11,32
KDU-ČSL,10,0,1,0,7,2,11,32
TOP09,7,0,5,0,1,1,11,32
STAN,6,0,4,0,2,0,11,32
Celkem,200,7,139,12,21,21,11,32
