Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,1,0,69,8,33,241
ODS,23,22,0,0,0,1,33,241
Piráti,22,21,0,0,0,1,33,241
SPD,19,15,0,0,1,3,33,241
ČSSD,15,2,1,2,10,0,33,241
KSČM,15,14,0,1,0,0,33,241
KDU-ČSL,10,6,0,0,0,4,33,241
TOP09,7,5,0,2,0,0,33,241
STAN,6,6,0,0,0,0,33,241
Nezařaz,5,3,0,0,0,2,33,241
Celkem,200,94,2,5,80,19,33,241
