Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,60,1,11,6,34,92
ODS,23,20,0,0,0,3,34,92
Piráti,22,20,0,0,0,2,34,92
SPD,19,17,0,0,1,1,34,92
ČSSD,15,0,7,2,1,5,34,92
KSČM,15,0,4,2,6,3,34,92
KDU-ČSL,10,8,0,0,0,2,34,92
TOP09,7,3,0,0,1,3,34,92
STAN,6,3,0,1,0,2,34,92
Nezařaz,5,0,0,0,5,0,34,92
Celkem,200,71,71,6,25,27,34,92
