Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,68,0,4,3,3,32,1
ODS,23,18,0,1,1,3,32,1
Piráti,22,19,0,0,1,2,32,1
SPD,19,17,0,0,0,2,32,1
ČSSD,15,10,0,2,1,2,32,1
KSČM,15,12,0,2,0,1,32,1
KDU-ČSL,10,7,0,2,0,1,32,1
TOP09,7,6,0,1,0,0,32,1
STAN,6,5,0,0,0,1,32,1
Nezařaz,5,3,0,1,0,1,32,1
Celkem,200,165,0,13,6,16,32,1
