Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,1,0,8,50,19,49,17
ODS,23,15,0,4,0,4,49,17
Piráti,22,21,0,0,0,1,49,17
SPD,20,0,0,3,14,3,49,17
ČSSD,14,0,0,4,5,5,49,17
KSČM,15,0,0,8,7,0,49,17
KDU-ČSL,10,5,0,3,0,2,49,17
TOP09,7,3,0,2,0,2,49,17
STAN,6,1,0,1,0,4,49,17
Nezařaz,5,0,0,1,0,4,49,17
Celkem,200,46,0,34,76,44,49,17
