Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,Z,11,138
Andrej Babiš,ANO,N,11,138
Andrea Babišová,ANO,0,11,138
Margita Balaštíková,ANO,M,11,138
Josef Bělica,ANO,M,11,138
Stanislav Berkovec,ANO,N,11,138
Jiří Bláha,ANO,N,11,138
Richard Brabec,ANO,N,11,138
Milan Brázdil,ANO,N,11,138
Andrea Brzobohatá,ANO,0,11,138
Jaroslav Bžoch,ANO,N,11,138
Klára Dostálová,ANO,N,11,138
Lenka Dražilová,ANO,N,11,138
Jaroslav Faltýnek,ANO,N,11,138
Kamal Farhan,ANO,N,11,138
Milan Feranec,ANO,N,11,138
Eva Fialová,ANO,N,11,138
Stanislav Fridrich,ANO,N,11,138
Josef Hájek,ANO,0,11,138
Milan Hnilička,ANO,N,11,138
Ivan Jáč,ANO,N,11,138
Miloslav Janulík,ANO,N,11,138
Aleš Juchelka,ANO,N,11,138
Pavel Juříček,ANO,N,11,138
Adam Kalous,ANO,N,11,138
David Kasal,ANO,N,11,138
Tomáš Kohoutek,ANO,A,11,138
Martin Kolovratník,ANO,0,11,138
Barbora Kořanová,ANO,N,11,138
Josef Kott,ANO,Z,11,138
Robert Králíček,ANO,N,11,138
Roman Kubíček,ANO,N,11,138
Jan Kubík,ANO,N,11,138
Jaroslav Kytýr,ANO,N,11,138
Taťána Malá,ANO,N,11,138
Přemysl Mališ,ANO,M,11,138
Jiří Mašek,ANO,N,11,138
Eva Matyášová,ANO,N,11,138
Radka Maxová,ANO,0,11,138
Marcela Melková,ANO,N,11,138
Jana Mračková Vildumetzová,ANO,Z,11,138
Patrik Nacher,ANO,N,11,138
Marek Novák,ANO,N,11,138
Monika Oborná,ANO,N,11,138
Ladislav Okleštěk,ANO,M,11,138
Zuzana Ožanová,ANO,N,11,138
Jana Pastuchová,ANO,N,11,138
Robert Pelikán,ANO,N,11,138
František Petrtýl,ANO,N,11,138
Pavel Plzák,ANO,N,11,138
Milan Pour,ANO,N,11,138
David Pražák,ANO,N,11,138
Věra Procházková,ANO,M,11,138
Pavel Pustějovský,ANO,N,11,138
Karel Rais,ANO,N,11,138
Michal Ratiborský,ANO,N,11,138
Jan Richter,ANO,N,11,138
Miloslava Rutová,ANO,N,11,138
Pavel Růžička,ANO,N,11,138
Jan Řehounek,ANO,M,11,138
