Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,N,4,72
Andrej Babiš,ANO,N,4,72
Andrea Babišová,ANO,N,4,72
Margita Balaštíková,ANO,N,4,72
Josef Bělica,ANO,N,4,72
Stanislav Berkovec,ANO,N,4,72
Jiří Bláha,ANO,N,4,72
Richard Brabec,ANO,N,4,72
Milan Brázdil,ANO,N,4,72
Andrea Brzobohatá,ANO,N,4,72
Jaroslav Bžoch,ANO,N,4,72
Klára Dostálová,ANO,N,4,72
Lenka Dražilová,ANO,N,4,72
Jaroslav Faltýnek,ANO,N,4,72
Kamal Farhan,ANO,N,4,72
Milan Feranec,ANO,N,4,72
Eva Fialová,ANO,N,4,72
Stanislav Fridrich,ANO,N,4,72
Josef Hájek,ANO,Z,4,72
Milan Hnilička,ANO,N,4,72
Ivan Jáč,ANO,N,4,72
Miloslav Janulík,ANO,N,4,72
Aleš Juchelka,ANO,N,4,72
Pavel Juříček,ANO,N,4,72
Adam Kalous,ANO,N,4,72
David Kasal,ANO,N,4,72
Tomáš Kohoutek,ANO,N,4,72
Martin Kolovratník,ANO,N,4,72
Barbora Kořanová,ANO,N,4,72
Josef Kott,ANO,N,4,72
Robert Králíček,ANO,N,4,72
Roman Kubíček,ANO,N,4,72
Jan Kubík,ANO,N,4,72
Jaroslav Kytýr,ANO,N,4,72
Taťána Malá,ANO,N,4,72
Přemysl Mališ,ANO,N,4,72
Jiří Mašek,ANO,N,4,72
Eva Matyášová,ANO,N,4,72
Radka Maxová,ANO,Z,4,72
Marcela Melková,ANO,N,4,72
Jana Mračková Vildumetzová,ANO,N,4,72
Patrik Nacher,ANO,N,4,72
Marek Novák,ANO,N,4,72
Monika Oborná,ANO,N,4,72
Ladislav Okleštěk,ANO,N,4,72
Zuzana Ožanová,ANO,N,4,72
Jana Pastuchová,ANO,N,4,72
Robert Pelikán,ANO,N,4,72
František Petrtýl,ANO,N,4,72
Pavel Plzák,ANO,N,4,72
Milan Pour,ANO,N,4,72
David Pražák,ANO,N,4,72
Věra Procházková,ANO,N,4,72
Pavel Pustějovský,ANO,N,4,72
Karel Rais,ANO,N,4,72
Michal Ratiborský,ANO,N,4,72
Jan Richter,ANO,N,4,72
Miloslava Rutová,ANO,N,4,72
Pavel Růžička,ANO,N,4,72
Jan Řehounek,ANO,N,4,72
Petr Sadovský,ANO,N,4,72
Jan Schiller,ANO,N,4,72
Pavel Staněk,ANO,N,4,72
Martin Stropnický,ANO,N,4,72
Jiří Strýček,ANO,N,4,72
Karla Šlechtová,ANO,N,4,72
Julius Špičák,ANO,N,4,72
David Štolpa,ANO,N,4,72
Dan Ťok,ANO,N,4,72
Karel Tureček,ANO,N,4,72
Helena Válková,ANO,N,4,72
Adam Vojtěch,ANO,N,4,72
Jan Volný,ANO,N,4,72
Radek Vondráček,ANO,N,4,72
Ivo Vondrák,ANO,N,4,72
Petr Vrána,ANO,N,4,72
Rostislav Vyzula,ANO,N,4,72
Radek Zlesák,ANO,N,4,72
Ivan Adamec,ODS,A,4,72
Jan Bauer,ODS,A,4,72
Martin Baxa,ODS,A,4,72
Petr Beitl,ODS,0,4,72
Marek Benda,ODS,A,4,72
Stanislav Blaha,ODS,A,4,72
Pavel Blažek,ODS,A,4,72
Jana Černochová,ODS,A,4,72
Petr Fiala,ODS,A,4,72
Jakub Janda,ODS,A,4,72
Václav Klaus,ODS,A,4,72
Karel Krejza,ODS,A,4,72
Martin Kupka,ODS,A,4,72
Zuzana Majerová Zahradníková,ODS,A,4,72
Jaroslav Martinů,ODS,A,4,72
Ilona Mauritzová,ODS,A,4,72
Vojtěch Munzar,ODS,A,4,72
Miroslava Němcová,ODS,A,4,72
Jan Skopeček,ODS,A,4,72
Zbyněk Stanjura,ODS,A,4,72
Bohuslav Svoboda,ODS,A,4,72
Jiří Ventruba,ODS,A,4,72
Veronika Vrecionová,ODS,A,4,72
Jan Zahradník,ODS,A,4,72
Pavel Žáček,ODS,A,4,72
Dana Balcarová,Piráti,Z,4,72
Lukáš Bartoň,Piráti,Z,4,72
Ivan Bartoš,Piráti,Z,4,72
Lukáš Černohorský,Piráti,N,4,72
František Elfmark,Piráti,Z,4,72
Mikuláš Ferjenčík,Piráti,Z,4,72
Radek Holomčík,Piráti,Z,4,72
Martin Jiránek,Piráti,Z,4,72
Lukáš Kolářík,Piráti,Z,4,72
František Kopřiva,Piráti,N,4,72
Lenka Kozlová,Piráti,Z,4,72
Jan Lipavský,Piráti,N,4,72
Tomáš Martínek,Piráti,Z,4,72
Jakub Michálek,Piráti,Z,4,72
Mikuláš Peksa,Piráti,Z,4,72
Vojtěch Pikal,Piráti,Z,4,72
Ondřej Polanský,Piráti,Z,4,72
Jan Pošvář,Piráti,Z,4,72
Ondřej Profant,Piráti,Z,4,72
Olga Richterová,Piráti,Z,4,72
Petr Třešňák,Piráti,Z,4,72
Tomáš Vymazal,Piráti,Z,4,72
Marian Bojko,SPD,A,4,72
Jaroslav Dvořák,SPD,A,4,72
Radim Fiala,SPD,A,4,72
Jaroslav Holík,SPD,A,4,72
Jan Hrnčíř,SPD,A,4,72
Tereza Hyťhová,SPD,A,4,72
Monika Jarošová,SPD,A,4,72
Pavel Jelínek,SPD,A,4,72
Jiří Kobza,SPD,A,4,72
Jiří Kohoutek,SPD,A,4,72
Radek Koten,SPD,A,4,72
Jana Levová,SPD,A,4,72
Karla Maříková,SPD,A,4,72
Ivana Nevludová,SPD,A,4,72
Tomio Okamura,SPD,A,4,72
Zdeněk Podal,SPD,A,4,72
Miloslav Rozner,SPD,A,4,72
Radek Rozvoral,SPD,A,4,72
Lucie Šafránková,SPD,A,4,72
Lubomír Španěl,SPD,A,4,72
Radovan Vích,SPD,A,4,72
Lubomír Volný,SPD,A,4,72
Jiří Běhounek,ČSSD,N,4,72
Jan Birke,ČSSD,Z,4,72
Petr Dolínek,ČSSD,N,4,72
Jaroslav Foldyna,ČSSD,N,4,72
Alena Gajdůšková,ČSSD,Z,4,72
Jan Hamáček,ČSSD,Z,4,72
Tomáš Hanzel,ČSSD,Z,4,72
Milan Chovanec,ČSSD,N,4,72
Jan Chvojka,ČSSD,Z,4,72
Roman Onderka,ČSSD,Z,4,72
Bohuslav Sobotka,ČSSD,N,4,72
Antonín Staněk,ČSSD,Z,4,72
Kateřina Valachová,ČSSD,Z,4,72
Ondřej Veselý,ČSSD,N,4,72
Lubomír Zaorálek,ČSSD,N,4,72
Hana Aulická Jírovcová,KSČM,Z,4,72
Alexander Černý,KSČM,Z,4,72
Jiří Dolejš,KSČM,Z,4,72
Vojtěch Filip,KSČM,N,4,72
Miroslav Grebeníček,KSČM,Z,4,72
Stanislav Grospič,KSČM,Z,4,72
Vladimír Koníček,KSČM,Z,4,72
Pavel Kováčik,KSČM,Z,4,72
Leo Luzar,KSČM,N,4,72
Květa Matušovská,KSČM,Z,4,72
Zdeněk Ondráček,KSČM,Z,4,72
Daniel Pawlas,KSČM,Z,4,72
Ivo Pojezný,KSČM,Z,4,72
Jiří Valenta,KSČM,Z,4,72
Miloslava Vostrá,KSČM,N,4,72
Jan Bartošek,KDU-ČSL,Z,4,72
Pavel Bělobrádek,KDU-ČSL,A,4,72
Ondřej Benešík,KDU-ČSL,Z,4,72
Jan Čižinský,KDU-ČSL,N,4,72
Pavla Golasowská,KDU-ČSL,Z,4,72
Stanislav Juránek,KDU-ČSL,N,4,72
Marian Jurečka,KDU-ČSL,A,4,72
Vít Kaňkovský,KDU-ČSL,Z,4,72
Jiří Mihola,KDU-ČSL,Z,4,72
Marek Výborný,KDU-ČSL,Z,4,72
Dominik Feri,TOP09,Z,4,72
Miroslav Kalousek,TOP09,Z,4,72
Helena Langšádlová,TOP09,Z,4,72
Markéta Pekarová Adamová,TOP09,N,4,72
Karel Schwarzenberg,TOP09,Z,4,72
František Vácha,TOP09,Z,4,72
Vlastimil Válek,TOP09,N,4,72
Jan Farský,STAN,Z,4,72
