Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,1,5,66,6,26,220
ODS,25,19,0,3,0,3,26,220
Piráti,22,21,0,0,0,1,26,220
SPD,22,15,0,1,2,4,26,220
ČSSD,15,0,3,3,8,1,26,220
KSČM,15,0,0,4,11,0,26,220
KDU-ČSL,10,7,0,1,0,2,26,220
TOP09,7,5,0,0,0,2,26,220
STAN,6,6,0,0,0,0,26,220
Celkem,200,73,4,17,87,19,26,220
