Name,Party,Vote,Meeting,Proposal
Věra Adámková,ANO,N,28,482
Andrej Babiš,ANO,M,28,482
Andrea Babišová,ANO,N,28,482
Margita Balaštíková,ANO,N,28,482
Josef Bělica,ANO,N,28,482
Stanislav Berkovec,ANO,N,28,482
Jiří Bláha,ANO,M,28,482
Richard Brabec,ANO,N,28,482
Milan Brázdil,ANO,N,28,482
Andrea Brzobohatá,ANO,N,28,482
Jaroslav Bžoch,ANO,N,28,482
Monika Červíčková,ANO,N,28,482
Klára Dostálová,ANO,N,28,482
Lenka Dražilová,ANO,N,28,482
Jaroslav Faltýnek,ANO,N,28,482
Kamal Farhan,ANO,N,28,482
Milan Feranec,ANO,N,28,482
Eva Fialová,ANO,N,28,482
Stanislav Fridrich,ANO,N,28,482
Josef Hájek,ANO,Z,28,482
Milan Hnilička,ANO,N,28,482
Ivan Jáč,ANO,N,28,482
Miloslav Janulík,ANO,N,28,482
Aleš Juchelka,ANO,N,28,482
Pavel Juříček,ANO,N,28,482
Iva Kalátová,ANO,N,28,482
Adam Kalous,ANO,N,28,482
David Kasal,ANO,N,28,482
Tomáš Kohoutek,ANO,N,28,482
Martin Kolovratník,ANO,N,28,482
Barbora Kořanová,ANO,N,28,482
Josef Kott,ANO,N,28,482
Robert Králíček,ANO,Z,28,482
Roman Kubíček,ANO,N,28,482
Jan Kubík,ANO,N,28,482
Jaroslav Kytýr,ANO,N,28,482
Taťána Malá,ANO,N,28,482
Přemysl Mališ,ANO,N,28,482
Jiří Mašek,ANO,N,28,482
Eva Matyášová,ANO,N,28,482
Radka Maxová,ANO,N,28,482
Marcela Melková,ANO,N,28,482
Jana Mračková Vildumetzová,ANO,N,28,482
Patrik Nacher,ANO,N,28,482
Marek Novák,ANO,N,28,482
Monika Oborná,ANO,N,28,482
Ladislav Okleštěk,ANO,N,28,482
Zuzana Ožanová,ANO,N,28,482
Jana Pastuchová,ANO,N,28,482
František Petrtýl,ANO,N,28,482
Pavel Plzák,ANO,N,28,482
Milan Pour,ANO,N,28,482
David Pražák,ANO,N,28,482
Věra Procházková,ANO,N,28,482
Pavel Pustějovský,ANO,N,28,482
Karel Rais,ANO,M,28,482
Michal Ratiborský,ANO,N,28,482
Jan Richter,ANO,N,28,482
Miloslava Rutová,ANO,N,28,482
Pavel Růžička,ANO,N,28,482
Jan Řehounek,ANO,N,28,482
Petr Sadovský,ANO,N,28,482
Jan Schiller,ANO,N,28,482
Pavel Staněk,ANO,Z,28,482
Jiří Strýček,ANO,N,28,482
Karla Šlechtová,ANO,N,28,482
Julius Špičák,ANO,N,28,482
David Štolpa,ANO,N,28,482
