Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,38,0,0,0,40,56,198
ODS,23,11,0,0,0,12,56,198
Piráti,22,0,10,0,0,12,56,198
SPD,19,0,8,0,2,9,56,198
ČSSD,14,5,0,0,1,8,56,198
KSČM,15,7,0,0,0,8,56,198
KDU-ČSL,10,0,1,0,4,5,56,198
TOP09,7,0,2,0,0,5,56,198
STAN,6,1,2,0,0,3,56,198
Nezařaz,6,0,0,0,0,6,56,198
Celkem,200,62,23,0,7,108,56,198
