Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,A,12,109
Andrej Babiš,ANO,M,12,109
Andrea Babišová,ANO,A,12,109
Margita Balaštíková,ANO,A,12,109
Josef Bělica,ANO,A,12,109
Stanislav Berkovec,ANO,A,12,109
Jiří Bláha,ANO,M,12,109
Richard Brabec,ANO,A,12,109
Milan Brázdil,ANO,A,12,109
Andrea Brzobohatá,ANO,A,12,109
Jaroslav Bžoch,ANO,A,12,109
Klára Dostálová,ANO,A,12,109
Lenka Dražilová,ANO,A,12,109
Jaroslav Faltýnek,ANO,A,12,109
Kamal Farhan,ANO,A,12,109
Milan Feranec,ANO,A,12,109
Eva Fialová,ANO,A,12,109
Stanislav Fridrich,ANO,A,12,109
Josef Hájek,ANO,M,12,109
Milan Hnilička,ANO,A,12,109
Ivan Jáč,ANO,A,12,109
Miloslav Janulík,ANO,A,12,109
Aleš Juchelka,ANO,A,12,109
Pavel Juříček,ANO,A,12,109
Adam Kalous,ANO,A,12,109
David Kasal,ANO,A,12,109
Tomáš Kohoutek,ANO,A,12,109
Martin Kolovratník,ANO,A,12,109
Barbora Kořanová,ANO,A,12,109
Josef Kott,ANO,A,12,109
Robert Králíček,ANO,A,12,109
Roman Kubíček,ANO,A,12,109
Jan Kubík,ANO,A,12,109
Jaroslav Kytýr,ANO,A,12,109
Taťána Malá,ANO,A,12,109
Přemysl Mališ,ANO,A,12,109
Jiří Mašek,ANO,A,12,109
Eva Matyášová,ANO,Z,12,109
Radka Maxová,ANO,A,12,109
Marcela Melková,ANO,A,12,109
Jana Mračková Vildumetzová,ANO,A,12,109
Patrik Nacher,ANO,Z,12,109
Marek Novák,ANO,A,12,109
Monika Oborná,ANO,M,12,109
Ladislav Okleštěk,ANO,M,12,109
Zuzana Ožanová,ANO,A,12,109
Jana Pastuchová,ANO,M,12,109
Robert Pelikán,ANO,0,12,109
František Petrtýl,ANO,A,12,109
Pavel Plzák,ANO,A,12,109
Milan Pour,ANO,A,12,109
David Pražák,ANO,A,12,109
Věra Procházková,ANO,A,12,109
Pavel Pustějovský,ANO,A,12,109
Karel Rais,ANO,A,12,109
Michal Ratiborský,ANO,A,12,109
Jan Richter,ANO,A,12,109
Miloslava Rutová,ANO,A,12,109
