Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,4,0,2,56,16,47,188
ODS,23,19,0,1,0,3,47,188
Piráti,22,20,0,0,0,2,47,188
SPD,20,17,0,0,0,3,47,188
ČSSD,14,1,0,0,6,7,47,188
KSČM,15,0,0,0,14,1,47,188
KDU-ČSL,10,7,0,1,0,2,47,188
TOP09,7,6,0,0,0,1,47,188
STAN,6,3,0,0,0,3,47,188
Nezařaz,5,4,0,0,0,1,47,188
Celkem,200,81,0,4,76,39,47,188
