Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,N,28,588
Andrej Babiš,ANO,M,28,588
Andrea Babišová,ANO,N,28,588
Margita Balaštíková,ANO,N,28,588
Josef Bělica,ANO,Z,28,588
Stanislav Berkovec,ANO,N,28,588
Jiří Bláha,ANO,M,28,588
Richard Brabec,ANO,N,28,588
Milan Brázdil,ANO,N,28,588
Andrea Brzobohatá,ANO,N,28,588
Jaroslav Bžoch,ANO,N,28,588
Monika Červíčková,ANO,N,28,588
Klára Dostálová,ANO,N,28,588
Lenka Dražilová,ANO,N,28,588
Jaroslav Faltýnek,ANO,Z,28,588
Kamal Farhan,ANO,N,28,588
Milan Feranec,ANO,N,28,588
Eva Fialová,ANO,N,28,588
Stanislav Fridrich,ANO,N,28,588
Josef Hájek,ANO,N,28,588
Milan Hnilička,ANO,N,28,588
Ivan Jáč,ANO,N,28,588
Miloslav Janulík,ANO,N,28,588
Aleš Juchelka,ANO,N,28,588
Pavel Juříček,ANO,N,28,588
Iva Kalátová,ANO,N,28,588
Adam Kalous,ANO,N,28,588
David Kasal,ANO,N,28,588
Tomáš Kohoutek,ANO,N,28,588
Martin Kolovratník,ANO,Z,28,588
Barbora Kořanová,ANO,N,28,588
Josef Kott,ANO,N,28,588
Robert Králíček,ANO,Z,28,588
Roman Kubíček,ANO,N,28,588
Jan Kubík,ANO,N,28,588
Jaroslav Kytýr,ANO,N,28,588
Taťána Malá,ANO,N,28,588
Přemysl Mališ,ANO,Z,28,588
Jiří Mašek,ANO,N,28,588
Eva Matyášová,ANO,N,28,588
Radka Maxová,ANO,N,28,588
Marcela Melková,ANO,Z,28,588
Jana Mračková Vildumetzová,ANO,N,28,588
Patrik Nacher,ANO,N,28,588
Marek Novák,ANO,N,28,588
Monika Oborná,ANO,N,28,588
Ladislav Okleštěk,ANO,Z,28,588
Zuzana Ožanová,ANO,N,28,588
Jana Pastuchová,ANO,N,28,588
František Petrtýl,ANO,N,28,588
Pavel Plzák,ANO,N,28,588
Milan Pour,ANO,Z,28,588
David Pražák,ANO,N,28,588
Věra Procházková,ANO,N,28,588
Pavel Pustějovský,ANO,N,28,588
Karel Rais,ANO,M,28,588
Michal Ratiborský,ANO,Z,28,588
Jan Richter,ANO,Z,28,588
Miloslava Rutová,ANO,N,28,588
Pavel Růžička,ANO,N,28,588
