Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,59,0,3,3,13,55,55
ODS,23,16,0,1,0,6,55,55
Piráti,22,19,0,1,0,2,55,55
SPD,20,1,0,0,15,4,55,55
ČSSD,14,6,0,1,1,6,55,55
KSČM,15,9,0,4,0,2,55,55
KDU-ČSL,10,9,0,0,0,1,55,55
TOP09,7,3,0,0,1,3,55,55
STAN,6,3,0,0,0,3,55,55
Nezařaz,5,3,0,0,0,2,55,55
Celkem,200,128,0,10,20,42,55,55
