Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,61,0,1,2,14,33,274
ODS,23,18,0,2,0,3,33,274
Piráti,22,19,0,0,0,3,33,274
SPD,19,14,0,1,0,4,33,274
ČSSD,15,3,0,3,0,9,33,274
KSČM,15,0,10,4,0,1,33,274
KDU-ČSL,10,5,0,0,0,5,33,274
TOP09,7,5,0,0,0,2,33,274
STAN,6,4,0,0,1,1,33,274
Nezařaz,5,0,0,1,3,1,33,274
Celkem,200,129,10,12,6,43,33,274
