Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,M,24,248
Andrej Babiš,ANO,M,24,248
Andrea Babišová,ANO,0,24,248
Margita Balaštíková,ANO,Z,24,248
Josef Bělica,ANO,A,24,248
Stanislav Berkovec,ANO,A,24,248
Jiří Bláha,ANO,A,24,248
Richard Brabec,ANO,0,24,248
Milan Brázdil,ANO,A,24,248
Andrea Brzobohatá,ANO,A,24,248
Jaroslav Bžoch,ANO,A,24,248
Monika Červíčková,ANO,A,24,248
Klára Dostálová,ANO,A,24,248
Lenka Dražilová,ANO,A,24,248
Jaroslav Faltýnek,ANO,M,24,248
Kamal Farhan,ANO,A,24,248
Milan Feranec,ANO,A,24,248
Eva Fialová,ANO,A,24,248
Stanislav Fridrich,ANO,A,24,248
Josef Hájek,ANO,0,24,248
Milan Hnilička,ANO,A,24,248
Ivan Jáč,ANO,A,24,248
Miloslav Janulík,ANO,M,24,248
Aleš Juchelka,ANO,A,24,248
Pavel Juříček,ANO,M,24,248
Adam Kalous,ANO,M,24,248
David Kasal,ANO,0,24,248
Tomáš Kohoutek,ANO,A,24,248
Martin Kolovratník,ANO,A,24,248
Barbora Kořanová,ANO,A,24,248
Josef Kott,ANO,A,24,248
Robert Králíček,ANO,A,24,248
Roman Kubíček,ANO,A,24,248
Jan Kubík,ANO,A,24,248
Jaroslav Kytýr,ANO,A,24,248
Taťána Malá,ANO,A,24,248
Přemysl Mališ,ANO,A,24,248
Jiří Mašek,ANO,A,24,248
Eva Matyášová,ANO,A,24,248
Radka Maxová,ANO,A,24,248
Marcela Melková,ANO,A,24,248
Jana Mračková Vildumetzová,ANO,A,24,248
Patrik Nacher,ANO,Z,24,248
Marek Novák,ANO,A,24,248
Monika Oborná,ANO,A,24,248
Ladislav Okleštěk,ANO,M,24,248
Zuzana Ožanová,ANO,Z,24,248
Jana Pastuchová,ANO,A,24,248
František Petrtýl,ANO,A,24,248
Pavel Plzák,ANO,A,24,248
Milan Pour,ANO,Z,24,248
David Pražák,ANO,A,24,248
Věra Procházková,ANO,M,24,248
Pavel Pustějovský,ANO,A,24,248
Karel Rais,ANO,A,24,248
Michal Ratiborský,ANO,A,24,248
Jan Richter,ANO,A,24,248
Miloslava Rutová,ANO,A,24,248
Pavel Růžička,ANO,A,24,248
Jan Řehounek,ANO,Z,24,248
Petr Sadovský,ANO,A,24,248
Jan Schiller,ANO,A,24,248
Pavel Staněk,ANO,M,24,248
Jiří Strýček,ANO,A,24,248
Karla Šlechtová,ANO,A,24,248
Julius Špičák,ANO,M,24,248
David Štolpa,ANO,A,24,248
Dan Ťok,ANO,M,24,248
Karel Tureček,ANO,M,24,248
Helena Válková,ANO,A,24,248
Petr Venhoda,ANO,A,24,248
Adam Vojtěch,ANO,M,24,248
Jan Volný,ANO,A,24,248
Radek Vondráček,ANO,A,24,248
Ivo Vondrák,ANO,0,24,248
Petr Vrána,ANO,A,24,248
Rostislav Vyzula,ANO,A,24,248
Radek Zlesák,ANO,A,24,248
Ivan Adamec,ODS,A,24,248
Jan Bauer,ODS,A,24,248
Martin Baxa,ODS,A,24,248
Petr Beitl,ODS,A,24,248
Marek Benda,ODS,0,24,248
Stanislav Blaha,ODS,A,24,248
Pavel Blažek,ODS,0,24,248
Jana Černochová,ODS,A,24,248
Petr Fiala,ODS,A,24,248
Jakub Janda,ODS,A,24,248
Václav Klaus,ODS,A,24,248
Karel Krejza,ODS,A,24,248
Martin Kupka,ODS,A,24,248
Zuzana Majerová Zahradníková,ODS,A,24,248
Jaroslav Martinů,ODS,A,24,248
Ilona Mauritzová,ODS,A,24,248
Vojtěch Munzar,ODS,A,24,248
Miroslava Němcová,ODS,0,24,248
Jan Skopeček,ODS,A,24,248
Zbyněk Stanjura,ODS,A,24,248
Bohuslav Svoboda,ODS,A,24,248
Jiří Ventruba,ODS,A,24,248
Veronika Vrecionová,ODS,A,24,248
Jan Zahradník,ODS,A,24,248
Pavel Žáček,ODS,M,24,248
Dana Balcarová,Piráti,0,24,248
Lukáš Bartoň,Piráti,A,24,248
Ivan Bartoš,Piráti,A,24,248
Lukáš Černohorský,Piráti,A,24,248
František Elfmark,Piráti,A,24,248
Mikuláš Ferjenčík,Piráti,A,24,248
Radek Holomčík,Piráti,A,24,248
Martin Jiránek,Piráti,A,24,248
Lukáš Kolářík,Piráti,A,24,248
František Kopřiva,Piráti,A,24,248
Lenka Kozlová,Piráti,A,24,248
Jan Lipavský,Piráti,A,24,248
Tomáš Martínek,Piráti,A,24,248
Jakub Michálek,Piráti,A,24,248
Mikuláš Peksa,Piráti,A,24,248
Vojtěch Pikal,Piráti,A,24,248
Ondřej Polanský,Piráti,A,24,248
Jan Pošvář,Piráti,A,24,248
Ondřej Profant,Piráti,Z,24,248
Olga Richterová,Piráti,A,24,248
Petr Třešňák,Piráti,A,24,248
Tomáš Vymazal,Piráti,0,24,248
Marian Bojko,SPD,A,24,248
Jaroslav Dvořák,SPD,M,24,248
Radim Fiala,SPD,0,24,248
Jaroslav Holík,SPD,Z,24,248
Jan Hrnčíř,SPD,0,24,248
Tereza Hyťhová,SPD,A,24,248
Monika Jarošová,SPD,Z,24,248
Pavel Jelínek,SPD,A,24,248
Jiří Kobza,SPD,A,24,248
Jiří Kohoutek,SPD,A,24,248
Radek Koten,SPD,A,24,248
Jana Levová,SPD,A,24,248
Karla Maříková,SPD,A,24,248
Ivana Nevludová,SPD,A,24,248
Tomio Okamura,SPD,A,24,248
Zdeněk Podal,SPD,A,24,248
Miloslav Rozner,SPD,A,24,248
Radek Rozvoral,SPD,A,24,248
Lucie Šafránková,SPD,A,24,248
Lubomír Španěl,SPD,Z,24,248
Radovan Vích,SPD,A,24,248
Lubomír Volný,SPD,A,24,248
Jiří Běhounek,ČSSD,M,24,248
Jan Birke,ČSSD,A,24,248
Petr Dolínek,ČSSD,A,24,248
Jaroslav Foldyna,ČSSD,A,24,248
Alena Gajdůšková,ČSSD,0,24,248
Jan Hamáček,ČSSD,0,24,248
Tomáš Hanzel,ČSSD,A,24,248
Milan Chovanec,ČSSD,A,24,248
Jan Chvojka,ČSSD,A,24,248
Roman Onderka,ČSSD,Z,24,248
Roman Sklenák,ČSSD,Z,24,248
Antonín Staněk,ČSSD,A,24,248
Kateřina Valachová,ČSSD,M,24,248
Ondřej Veselý,ČSSD,A,24,248
Lubomír Zaorálek,ČSSD,0,24,248
Hana Aulická Jírovcová,KSČM,0,24,248
Alexander Černý,KSČM,A,24,248
Jiří Dolejš,KSČM,A,24,248
Vojtěch Filip,KSČM,A,24,248
Miroslav Grebeníček,KSČM,A,24,248
Stanislav Grospič,KSČM,M,24,248
Pavel Kováčik,KSČM,0,24,248
Leo Luzar,KSČM,A,24,248
Květa Matušovská,KSČM,A,24,248
Zdeněk Ondráček,KSČM,A,24,248
Daniel Pawlas,KSČM,A,24,248
Marie Pěnčíková,KSČM,A,24,248
Ivo Pojezný,KSČM,A,24,248
Jiří Valenta,KSČM,A,24,248
Miloslava Vostrá,KSČM,0,24,248
Jan Bartošek,KDU-ČSL,Z,24,248
Pavel Bělobrádek,KDU-ČSL,M,24,248
Ondřej Benešík,KDU-ČSL,0,24,248
Jan Čižinský,KDU-ČSL,A,24,248
Pavla Golasowská,KDU-ČSL,A,24,248
Stanislav Juránek,KDU-ČSL,A,24,248
Marian Jurečka,KDU-ČSL,A,24,248
Vít Kaňkovský,KDU-ČSL,A,24,248
Jiří Mihola,KDU-ČSL,0,24,248
Marek Výborný,KDU-ČSL,A,24,248
Dominik Feri,TOP09,Z,24,248
Miroslav Kalousek,TOP09,N,24,248
Helena Langšádlová,TOP09,M,24,248
Markéta Pekarová Adamová,TOP09,A,24,248
Karel Schwarzenberg,TOP09,M,24,248
František Vácha,TOP09,A,24,248
Vlastimil Válek,TOP09,A,24,248
Jan Farský,STAN,A,24,248
Petr Gazdík,STAN,A,24,248
Věra Kovářová,STAN,A,24,248
Jana Krutáková,STAN,M,24,248
Petr Pávek,STAN,A,24,248
Vít Rakušan,STAN,A,24,248
