Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,41,2,11,24,56,41
ODS,23,14,0,0,3,6,56,41
Piráti,22,9,0,0,1,12,56,41
SPD,19,0,0,1,15,3,56,41
ČSSD,14,0,0,0,9,5,56,41
KSČM,15,6,0,2,3,4,56,41
KDU-ČSL,10,0,0,1,5,4,56,41
TOP09,7,3,0,0,0,4,56,41
STAN,6,3,0,0,0,3,56,41
Nezařaz,6,0,2,1,2,1,56,41
Celkem,200,35,43,7,49,66,56,41
