Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,58,0,0,4,16,30,15
ODS,23,17,0,0,0,6,30,15
Piráti,22,19,0,1,0,2,30,15
SPD,19,11,0,2,0,6,30,15
ČSSD,15,9,0,0,0,6,30,15
KSČM,15,12,0,0,1,2,30,15
KDU-ČSL,10,10,0,0,0,0,30,15
TOP09,7,6,0,0,0,1,30,15
STAN,6,5,0,0,0,1,30,15
Nezařaz,5,2,0,0,1,2,30,15
Celkem,200,149,0,3,6,42,30,15
