Name,Party,Vote,Meeting,Proposal
Věra Adámková,ANO,N,24,4
Andrej Babiš,ANO,M,24,4
Andrea Babišová,ANO,N,24,4
Margita Balaštíková,ANO,0,24,4
Josef Bělica,ANO,M,24,4
Stanislav Berkovec,ANO,N,24,4
Jiří Bláha,ANO,0,24,4
Richard Brabec,ANO,N,24,4
Milan Brázdil,ANO,M,24,4
Andrea Brzobohatá,ANO,N,24,4
Jaroslav Bžoch,ANO,M,24,4
Monika Červíčková,ANO,N,24,4
Klára Dostálová,ANO,N,24,4
Lenka Dražilová,ANO,M,24,4
Jaroslav Faltýnek,ANO,N,24,4
Kamal Farhan,ANO,M,24,4
Milan Feranec,ANO,N,24,4
Eva Fialová,ANO,N,24,4
Stanislav Fridrich,ANO,N,24,4
Josef Hájek,ANO,0,24,4
Milan Hnilička,ANO,N,24,4
Ivan Jáč,ANO,0,24,4
Miloslav Janulík,ANO,0,24,4
Aleš Juchelka,ANO,N,24,4
Pavel Juříček,ANO,N,24,4
Adam Kalous,ANO,N,24,4
David Kasal,ANO,N,24,4
Tomáš Kohoutek,ANO,0,24,4
Martin Kolovratník,ANO,N,24,4
Barbora Kořanová,ANO,N,24,4
Josef Kott,ANO,N,24,4
Robert Králíček,ANO,M,24,4
Roman Kubíček,ANO,N,24,4
Jan Kubík,ANO,N,24,4
Jaroslav Kytýr,ANO,N,24,4
Taťána Malá,ANO,M,24,4
Přemysl Mališ,ANO,M,24,4
Jiří Mašek,ANO,N,24,4
Eva Matyášová,ANO,M,24,4
Radka Maxová,ANO,N,24,4
Marcela Melková,ANO,N,24,4
Jana Mračková Vildumetzová,ANO,M,24,4
Patrik Nacher,ANO,M,24,4
Marek Novák,ANO,N,24,4
Monika Oborná,ANO,N,24,4
Ladislav Okleštěk,ANO,M,24,4
Zuzana Ožanová,ANO,M,24,4
Jana Pastuchová,ANO,M,24,4
František Petrtýl,ANO,N,24,4
Pavel Plzák,ANO,M,24,4
Milan Pour,ANO,N,24,4
David Pražák,ANO,N,24,4
Věra Procházková,ANO,M,24,4
Pavel Pustějovský,ANO,M,24,4
Karel Rais,ANO,N,24,4
Michal Ratiborský,ANO,N,24,4
Jan Richter,ANO,N,24,4
Miloslava Rutová,ANO,N,24,4
Pavel Růžička,ANO,N,24,4
Jan Řehounek,ANO,N,24,4
Petr Sadovský,ANO,N,24,4
Jan Schiller,ANO,M,24,4
Pavel Staněk,ANO,Z,24,4
Jiří Strýček,ANO,N,24,4
Karla Šlechtová,ANO,Z,24,4
Julius Špičák,ANO,N,24,4
David Štolpa,ANO,N,24,4
Dan Ťok,ANO,M,24,4
Karel Tureček,ANO,0,24,4
Helena Válková,ANO,Z,24,4
Petr Venhoda,ANO,0,24,4
Adam Vojtěch,ANO,M,24,4
Jan Volný,ANO,N,24,4
Radek Vondráček,ANO,N,24,4
Ivo Vondrák,ANO,M,24,4
Petr Vrána,ANO,M,24,4
Rostislav Vyzula,ANO,N,24,4
Radek Zlesák,ANO,N,24,4
Ivan Adamec,ODS,M,24,4
Jan Bauer,ODS,M,24,4
Martin Baxa,ODS,M,24,4
Petr Beitl,ODS,A,24,4
Marek Benda,ODS,A,24,4
Stanislav Blaha,ODS,M,24,4
Pavel Blažek,ODS,M,24,4
Jana Černochová,ODS,A,24,4
Petr Fiala,ODS,A,24,4
Jakub Janda,ODS,A,24,4
Václav Klaus,ODS,0,24,4
Karel Krejza,ODS,0,24,4
Martin Kupka,ODS,A,24,4
Zuzana Majerová Zahradníková,ODS,A,24,4
Jaroslav Martinů,ODS,M,24,4
Ilona Mauritzová,ODS,M,24,4
Vojtěch Munzar,ODS,A,24,4
Miroslava Němcová,ODS,A,24,4
Jan Skopeček,ODS,A,24,4
Zbyněk Stanjura,ODS,M,24,4
Bohuslav Svoboda,ODS,0,24,4
Jiří Ventruba,ODS,A,24,4
Veronika Vrecionová,ODS,M,24,4
Jan Zahradník,ODS,M,24,4
Pavel Žáček,ODS,A,24,4
Dana Balcarová,Piráti,0,24,4
Lukáš Bartoň,Piráti,A,24,4
Ivan Bartoš,Piráti,A,24,4
Lukáš Černohorský,Piráti,A,24,4
František Elfmark,Piráti,M,24,4
Mikuláš Ferjenčík,Piráti,A,24,4
Radek Holomčík,Piráti,A,24,4
Martin Jiránek,Piráti,M,24,4
Lukáš Kolářík,Piráti,A,24,4
František Kopřiva,Piráti,A,24,4
Lenka Kozlová,Piráti,A,24,4
Jan Lipavský,Piráti,M,24,4
Tomáš Martínek,Piráti,A,24,4
Jakub Michálek,Piráti,0,24,4
Mikuláš Peksa,Piráti,0,24,4
Vojtěch Pikal,Piráti,A,24,4
Ondřej Polanský,Piráti,0,24,4
Jan Pošvář,Piráti,M,24,4
Ondřej Profant,Piráti,M,24,4
Olga Richterová,Piráti,A,24,4
Petr Třešňák,Piráti,A,24,4
Tomáš Vymazal,Piráti,Z,24,4
Marian Bojko,SPD,M,24,4
Jaroslav Dvořák,SPD,M,24,4
Radim Fiala,SPD,0,24,4
Jaroslav Holík,SPD,Z,24,4
Jan Hrnčíř,SPD,Z,24,4
Tereza Hyťhová,SPD,M,24,4
Monika Jarošová,SPD,Z,24,4
Pavel Jelínek,SPD,Z,24,4
Jiří Kobza,SPD,Z,24,4
Jiří Kohoutek,SPD,M,24,4
Radek Koten,SPD,0,24,4
Jana Levová,SPD,M,24,4
Karla Maříková,SPD,M,24,4
Ivana Nevludová,SPD,Z,24,4
Tomio Okamura,SPD,Z,24,4
Zdeněk Podal,SPD,Z,24,4
Miloslav Rozner,SPD,Z,24,4
Radek Rozvoral,SPD,Z,24,4
Lucie Šafránková,SPD,Z,24,4
Lubomír Španěl,SPD,Z,24,4
Radovan Vích,SPD,Z,24,4
Lubomír Volný,SPD,0,24,4
Jiří Běhounek,ČSSD,0,24,4
Jan Birke,ČSSD,0,24,4
