Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,66,0,1,4,7,7,83
ODS,25,0,18,0,6,1,7,83
Piráti,22,15,0,0,5,2,7,83
SPD,22,11,0,0,8,3,7,83
ČSSD,15,2,0,1,7,5,7,83
KSČM,15,11,1,1,0,2,7,83
KDU-ČSL,10,0,5,0,3,2,7,83
TOP09,7,0,5,0,0,2,7,83
STAN,6,0,4,2,0,0,7,83
Celkem,200,105,33,5,33,24,7,83
