Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,1,0,1,61,15,29,1042
ODS,23,0,0,0,17,6,29,1042
Piráti,22,15,0,1,5,1,29,1042
SPD,19,12,0,1,1,5,29,1042
ČSSD,15,2,1,0,5,7,29,1042
KSČM,15,0,0,0,12,3,29,1042
KDU-ČSL,10,7,0,0,0,3,29,1042
TOP09,7,5,0,0,0,2,29,1042
STAN,6,2,0,0,0,4,29,1042
Nezařaz,5,0,0,0,4,1,29,1042
Celkem,200,44,1,3,105,47,29,1042
