Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,A,18,211
Andrej Babiš,ANO,M,18,211
Andrea Babišová,ANO,A,18,211
Margita Balaštíková,ANO,A,18,211
Josef Bělica,ANO,A,18,211
Stanislav Berkovec,ANO,A,18,211
Jiří Bláha,ANO,A,18,211
Richard Brabec,ANO,A,18,211
Milan Brázdil,ANO,M,18,211
Andrea Brzobohatá,ANO,A,18,211
Jaroslav Bžoch,ANO,A,18,211
Monika Červíčková,ANO,A,18,211
Klára Dostálová,ANO,A,18,211
Lenka Dražilová,ANO,A,18,211
Jaroslav Faltýnek,ANO,A,18,211
Kamal Farhan,ANO,A,18,211
Milan Feranec,ANO,A,18,211
Eva Fialová,ANO,A,18,211
Stanislav Fridrich,ANO,A,18,211
Josef Hájek,ANO,M,18,211
Milan Hnilička,ANO,A,18,211
Ivan Jáč,ANO,A,18,211
Miloslav Janulík,ANO,A,18,211
Aleš Juchelka,ANO,A,18,211
Pavel Juříček,ANO,A,18,211
Adam Kalous,ANO,A,18,211
David Kasal,ANO,A,18,211
Tomáš Kohoutek,ANO,A,18,211
Martin Kolovratník,ANO,A,18,211
Barbora Kořanová,ANO,A,18,211
Josef Kott,ANO,A,18,211
Robert Králíček,ANO,A,18,211
Roman Kubíček,ANO,A,18,211
Jan Kubík,ANO,A,18,211
Jaroslav Kytýr,ANO,A,18,211
Taťána Malá,ANO,A,18,211
Přemysl Mališ,ANO,0,18,211
Jiří Mašek,ANO,M,18,211
Eva Matyášová,ANO,A,18,211
Radka Maxová,ANO,A,18,211
Marcela Melková,ANO,A,18,211
Jana Mračková Vildumetzová,ANO,A,18,211
Patrik Nacher,ANO,A,18,211
Marek Novák,ANO,A,18,211
Monika Oborná,ANO,A,18,211
Ladislav Okleštěk,ANO,A,18,211
Zuzana Ožanová,ANO,A,18,211
Jana Pastuchová,ANO,A,18,211
František Petrtýl,ANO,A,18,211
Pavel Plzák,ANO,M,18,211
Milan Pour,ANO,Z,18,211
David Pražák,ANO,A,18,211
Věra Procházková,ANO,A,18,211
Pavel Pustějovský,ANO,A,18,211
Karel Rais,ANO,A,18,211
Michal Ratiborský,ANO,A,18,211
Jan Richter,ANO,A,18,211
Miloslava Rutová,ANO,A,18,211
Pavel Růžička,ANO,A,18,211
Jan Řehounek,ANO,A,18,211
Petr Sadovský,ANO,A,18,211
Jan Schiller,ANO,A,18,211
Pavel Staněk,ANO,A,18,211
Jiří Strýček,ANO,A,18,211
Karla Šlechtová,ANO,M,18,211
Julius Špičák,ANO,A,18,211
David Štolpa,ANO,A,18,211
Dan Ťok,ANO,M,18,211
Karel Tureček,ANO,A,18,211
Helena Válková,ANO,A,18,211
Petr Venhoda,ANO,A,18,211
Adam Vojtěch,ANO,A,18,211
Jan Volný,ANO,A,18,211
Radek Vondráček,ANO,M,18,211
Ivo Vondrák,ANO,A,18,211
Petr Vrána,ANO,A,18,211
Rostislav Vyzula,ANO,A,18,211
Radek Zlesák,ANO,A,18,211
Ivan Adamec,ODS,M,18,211
Jan Bauer,ODS,A,18,211
Martin Baxa,ODS,A,18,211
Petr Beitl,ODS,A,18,211
Marek Benda,ODS,A,18,211
Stanislav Blaha,ODS,M,18,211
Pavel Blažek,ODS,0,18,211
Jana Černochová,ODS,M,18,211
Petr Fiala,ODS,A,18,211
Jakub Janda,ODS,A,18,211
Václav Klaus,ODS,A,18,211
Karel Krejza,ODS,A,18,211
Martin Kupka,ODS,A,18,211
Zuzana Majerová Zahradníková,ODS,M,18,211
Jaroslav Martinů,ODS,A,18,211
Ilona Mauritzová,ODS,M,18,211
Vojtěch Munzar,ODS,A,18,211
Miroslava Němcová,ODS,A,18,211
Jan Skopeček,ODS,M,18,211
Zbyněk Stanjura,ODS,A,18,211
Bohuslav Svoboda,ODS,0,18,211
Jiří Ventruba,ODS,A,18,211
Veronika Vrecionová,ODS,A,18,211
Jan Zahradník,ODS,A,18,211
Pavel Žáček,ODS,A,18,211
Dana Balcarová,Piráti,A,18,211
Lukáš Bartoň,Piráti,A,18,211
Ivan Bartoš,Piráti,A,18,211
Lukáš Černohorský,Piráti,Z,18,211
František Elfmark,Piráti,A,18,211
Mikuláš Ferjenčík,Piráti,A,18,211
Radek Holomčík,Piráti,M,18,211
Martin Jiránek,Piráti,A,18,211
Lukáš Kolářík,Piráti,A,18,211
František Kopřiva,Piráti,A,18,211
Lenka Kozlová,Piráti,A,18,211
Jan Lipavský,Piráti,M,18,211
Tomáš Martínek,Piráti,A,18,211
Jakub Michálek,Piráti,A,18,211
Mikuláš Peksa,Piráti,0,18,211
Vojtěch Pikal,Piráti,A,18,211
Ondřej Polanský,Piráti,A,18,211
Jan Pošvář,Piráti,A,18,211
Ondřej Profant,Piráti,A,18,211
Olga Richterová,Piráti,A,18,211
Petr Třešňák,Piráti,A,18,211
Tomáš Vymazal,Piráti,A,18,211
Marian Bojko,SPD,A,18,211
Jaroslav Dvořák,SPD,M,18,211
Radim Fiala,SPD,A,18,211
Jaroslav Holík,SPD,A,18,211
Jan Hrnčíř,SPD,A,18,211
Tereza Hyťhová,SPD,M,18,211
Monika Jarošová,SPD,A,18,211
Pavel Jelínek,SPD,A,18,211
Jiří Kobza,SPD,A,18,211
Jiří Kohoutek,SPD,A,18,211
Radek Koten,SPD,A,18,211
Jana Levová,SPD,A,18,211
Karla Maříková,SPD,M,18,211
Ivana Nevludová,SPD,A,18,211
Tomio Okamura,SPD,A,18,211
Zdeněk Podal,SPD,A,18,211
Miloslav Rozner,SPD,A,18,211
Radek Rozvoral,SPD,A,18,211
Lucie Šafránková,SPD,A,18,211
Lubomír Španěl,SPD,A,18,211
Radovan Vích,SPD,A,18,211
Lubomír Volný,SPD,A,18,211
Jiří Běhounek,ČSSD,A,18,211
Jan Birke,ČSSD,M,18,211
Petr Dolínek,ČSSD,A,18,211
Jaroslav Foldyna,ČSSD,M,18,211
Alena Gajdůšková,ČSSD,A,18,211
Jan Hamáček,ČSSD,A,18,211
Tomáš Hanzel,ČSSD,A,18,211
Milan Chovanec,ČSSD,M,18,211
Jan Chvojka,ČSSD,A,18,211
Roman Onderka,ČSSD,0,18,211
Roman Sklenák,ČSSD,A,18,211
Antonín Staněk,ČSSD,M,18,211
Kateřina Valachová,ČSSD,A,18,211
Ondřej Veselý,ČSSD,A,18,211
Lubomír Zaorálek,ČSSD,A,18,211
Hana Aulická Jírovcová,KSČM,Z,18,211
Alexander Černý,KSČM,A,18,211
Jiří Dolejš,KSČM,A,18,211
Vojtěch Filip,KSČM,A,18,211
Miroslav Grebeníček,KSČM,A,18,211
Stanislav Grospič,KSČM,A,18,211
Vladimír Koníček,KSČM,A,18,211
Pavel Kováčik,KSČM,A,18,211
Leo Luzar,KSČM,A,18,211
Květa Matušovská,KSČM,Z,18,211
Zdeněk Ondráček,KSČM,M,18,211
Daniel Pawlas,KSČM,A,18,211
Ivo Pojezný,KSČM,A,18,211
Jiří Valenta,KSČM,A,18,211
Miloslava Vostrá,KSČM,A,18,211
Jan Bartošek,KDU-ČSL,0,18,211
Pavel Bělobrádek,KDU-ČSL,M,18,211
Ondřej Benešík,KDU-ČSL,A,18,211
Jan Čižinský,KDU-ČSL,M,18,211
Pavla Golasowská,KDU-ČSL,A,18,211
Stanislav Juránek,KDU-ČSL,A,18,211
Marian Jurečka,KDU-ČSL,A,18,211
Vít Kaňkovský,KDU-ČSL,A,18,211
Jiří Mihola,KDU-ČSL,A,18,211
Marek Výborný,KDU-ČSL,A,18,211
Dominik Feri,TOP09,A,18,211
Miroslav Kalousek,TOP09,A,18,211
Helena Langšádlová,TOP09,A,18,211
Markéta Pekarová Adamová,TOP09,M,18,211
Karel Schwarzenberg,TOP09,M,18,211
František Vácha,TOP09,A,18,211
Vlastimil Válek,TOP09,A,18,211
Jan Farský,STAN,A,18,211
Petr Gazdík,STAN,A,18,211
Věra Kovářová,STAN,A,18,211
Jana Krutáková,STAN,A,18,211
Petr Pávek,STAN,A,18,211
Vít Rakušan,STAN,A,18,211
