Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,65,3,0,9,1,29,858
ODS,23,22,0,0,0,1,29,858
Piráti,22,22,0,0,0,0,29,858
SPD,19,19,0,0,0,0,29,858
ČSSD,15,13,0,1,0,1,29,858
KSČM,15,11,0,0,3,1,29,858
KDU-ČSL,10,9,0,0,0,1,29,858
TOP09,7,6,0,0,0,1,29,858
STAN,6,6,0,0,0,0,29,858
Nezařaz,5,5,0,0,0,0,29,858
Celkem,200,178,3,1,12,6,29,858
