Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,1,14,5,49,9,25,275
ODS,25,9,0,1,11,4,25,275
Piráti,22,2,11,1,7,1,25,275
SPD,22,7,0,1,11,3,25,275
ČSSD,15,0,7,0,6,2,25,275
KSČM,15,0,6,1,8,0,25,275
KDU-ČSL,10,0,3,0,6,1,25,275
TOP09,7,0,2,0,3,2,25,275
STAN,6,0,0,0,4,2,25,275
Celkem,200,19,43,9,105,24,25,275
