Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,64,1,5,8,28,380
ODS,23,18,0,1,3,1,28,380
Piráti,22,21,0,1,0,0,28,380
SPD,19,14,0,0,3,2,28,380
ČSSD,15,0,9,1,2,3,28,380
KSČM,15,0,10,0,3,2,28,380
KDU-ČSL,10,8,0,0,1,1,28,380
TOP09,7,6,0,0,0,1,28,380
STAN,6,2,0,0,2,2,28,380
Nezařaz,5,3,0,0,1,1,28,380
Celkem,200,72,83,4,20,21,28,380
