Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,74,0,4,0,22,226
ODS,25,24,0,0,0,1,22,226
Piráti,22,8,0,1,13,0,22,226
SPD,22,0,0,0,19,3,22,226
ČSSD,15,0,6,0,9,0,22,226
KSČM,15,0,2,0,13,0,22,226
KDU-ČSL,10,10,0,0,0,0,22,226
TOP09,7,7,0,0,0,0,22,226
STAN,6,6,0,0,0,0,22,226
Celkem,200,55,82,1,58,4,22,226
