Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,58,0,5,1,14,7,56
ODS,25,16,2,3,2,2,7,56
Piráti,22,21,0,0,0,1,7,56
SPD,22,21,1,0,0,0,7,56
ČSSD,15,7,1,4,2,1,7,56
KSČM,15,11,0,3,0,1,7,56
KDU-ČSL,10,8,0,1,0,1,7,56
TOP09,7,5,0,0,0,2,7,56
STAN,6,6,0,0,0,0,7,56
Celkem,200,153,4,16,5,22,7,56
