Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,61,1,8,8,29,396
ODS,23,19,0,3,0,1,29,396
Piráti,22,17,0,3,2,0,29,396
SPD,19,14,0,3,0,2,29,396
ČSSD,15,0,7,2,4,2,29,396
KSČM,15,0,9,0,4,2,29,396
KDU-ČSL,10,6,0,3,0,1,29,396
TOP09,7,4,0,1,1,1,29,396
STAN,6,2,0,0,2,2,29,396
Nezařaz,5,3,0,0,1,1,29,396
Celkem,200,65,77,16,22,20,29,396
