Name,Party,Vote,Meeting,Proposal
Věra Adámková,ANO,Z,34,96
Andrej Babiš,ANO,M,34,96
Andrea Babišová,ANO,M,34,96
Ondřej Babka,ANO,N,34,96
Margita Balaštíková,ANO,N,34,96
Josef Bělica,ANO,N,34,96
Stanislav Berkovec,ANO,N,34,96
Jiří Bláha,ANO,N,34,96
Richard Brabec,ANO,N,34,96
Milan Brázdil,ANO,N,34,96
Andrea Brzobohatá,ANO,N,34,96
Jaroslav Bžoch,ANO,Z,34,96
Monika Červíčková,ANO,Z,34,96
Klára Dostálová,ANO,0,34,96
Lenka Dražilová,ANO,N,34,96
Jaroslav Faltýnek,ANO,N,34,96
Kamal Farhan,ANO,N,34,96
Milan Feranec,ANO,N,34,96
Eva Fialová,ANO,N,34,96
Stanislav Fridrich,ANO,N,34,96
Josef Hájek,ANO,Z,34,96
Milan Hnilička,ANO,N,34,96
Ivan Jáč,ANO,N,34,96
Miloslav Janulík,ANO,N,34,96
Aleš Juchelka,ANO,N,34,96
Pavel Juříček,ANO,N,34,96
Iva Kalátová,ANO,N,34,96
Adam Kalous,ANO,Z,34,96
David Kasal,ANO,N,34,96
Tomáš Kohoutek,ANO,N,34,96
Martin Kolovratník,ANO,N,34,96
Barbora Kořanová,ANO,N,34,96
Josef Kott,ANO,N,34,96
Robert Králíček,ANO,Z,34,96
Roman Kubíček,ANO,N,34,96
Jan Kubík,ANO,N,34,96
Jaroslav Kytýr,ANO,N,34,96
Taťána Malá,ANO,N,34,96
Přemysl Mališ,ANO,N,34,96
Jiří Mašek,ANO,N,34,96
Eva Matyášová,ANO,N,34,96
Marcela Melková,ANO,N,34,96
Jana Mračková Vildumetzová,ANO,N,34,96
Patrik Nacher,ANO,Z,34,96
Marek Novák,ANO,N,34,96
Monika Oborná,ANO,N,34,96
Ladislav Okleštěk,ANO,M,34,96
Zuzana Ožanová,ANO,N,34,96
Jana Pastuchová,ANO,N,34,96
František Petrtýl,ANO,N,34,96
Pavel Plzák,ANO,N,34,96
Milan Pour,ANO,N,34,96
David Pražák,ANO,N,34,96
Věra Procházková,ANO,N,34,96
Pavel Pustějovský,ANO,N,34,96
Karel Rais,ANO,N,34,96
Michal Ratiborský,ANO,N,34,96
Jan Richter,ANO,N,34,96
Miloslava Rutová,ANO,N,34,96
Pavel Růžička,ANO,N,34,96
Jan Řehounek,ANO,Z,34,96
Petr Sadovský,ANO,N,34,96
Jan Schiller,ANO,N,34,96
Pavel Staněk,ANO,Z,34,96
Jiří Strýček,ANO,N,34,96
Karla Šlechtová,ANO,N,34,96
Julius Špičák,ANO,N,34,96
David Štolpa,ANO,N,34,96
Karel Tureček,ANO,N,34,96
Helena Válková,ANO,Z,34,96
Petr Venhoda,ANO,Z,34,96
Adam Vojtěch,ANO,N,34,96
Jan Volný,ANO,M,34,96
Radek Vondráček,ANO,M,34,96
Ivo Vondrák,ANO,N,34,96
Petr Vrána,ANO,N,34,96
Rostislav Vyzula,ANO,M,34,96
Radek Zlesák,ANO,Z,34,96
Ivan Adamec,ODS,A,34,96
Jan Bauer,ODS,A,34,96
Martin Baxa,ODS,A,34,96
Petr Beitl,ODS,M,34,96
Marek Benda,ODS,A,34,96
Petr Bendl,ODS,A,34,96
Stanislav Blaha,ODS,A,34,96
Pavel Blažek,ODS,M,34,96
Jana Černochová,ODS,A,34,96
Petr Fiala,ODS,A,34,96
Jakub Janda,ODS,A,34,96
Karel Krejza,ODS,A,34,96
Martin Kupka,ODS,A,34,96
Jaroslav Martinů,ODS,A,34,96
Ilona Mauritzová,ODS,A,34,96
Vojtěch Munzar,ODS,A,34,96
Miroslava Němcová,ODS,A,34,96
Jan Skopeček,ODS,A,34,96
Zbyněk Stanjura,ODS,A,34,96
Bohuslav Svoboda,ODS,A,34,96
Jiří Ventruba,ODS,A,34,96
Jan Zahradník,ODS,A,34,96
Pavel Žáček,ODS,M,34,96
Dana Balcarová,Piráti,A,34,96
Lukáš Bartoň,Piráti,A,34,96
Ivan Bartoš,Piráti,A,34,96
Lukáš Černohorský,Piráti,A,34,96
František Elfmark,Piráti,M,34,96
Mikuláš Ferjenčík,Piráti,A,34,96
Radek Holomčík,Piráti,A,34,96
Martin Jiránek,Piráti,A,34,96
Lukáš Kolářík,Piráti,A,34,96
František Kopřiva,Piráti,A,34,96
Lenka Kozlová,Piráti,M,34,96
Jan Lipavský,Piráti,A,34,96
Tomáš Martínek,Piráti,A,34,96
Jakub Michálek,Piráti,A,34,96
František Navrkal,Piráti,A,34,96
Vojtěch Pikal,Piráti,A,34,96
Ondřej Polanský,Piráti,A,34,96
Jan Pošvář,Piráti,A,34,96
Ondřej Profant,Piráti,A,34,96
Olga Richterová,Piráti,A,34,96
Petr Třešňák,Piráti,A,34,96
Tomáš Vymazal,Piráti,A,34,96
Jaroslav Dvořák,SPD,A,34,96
Radim Fiala,SPD,Z,34,96
Jaroslav Holík,SPD,A,34,96
Jan Hrnčíř,SPD,A,34,96
Tereza Hyťhová,SPD,A,34,96
Monika Jarošová,SPD,A,34,96
Pavel Jelínek,SPD,A,34,96
Jiří Kobza,SPD,A,34,96
Jiří Kohoutek,SPD,A,34,96
Radek Koten,SPD,A,34,96
Jana Levová,SPD,M,34,96
Karla Maříková,SPD,A,34,96
Tomio Okamura,SPD,A,34,96
Zdeněk Podal,SPD,A,34,96
Miloslav Rozner,SPD,A,34,96
Radek Rozvoral,SPD,A,34,96
Lucie Šafránková,SPD,A,34,96
Lubomír Španěl,SPD,A,34,96
Radovan Vích,SPD,A,34,96
Jiří Běhounek,ČSSD,N,34,96
Jan Birke,ČSSD,M,34,96
Petr Dolínek,ČSSD,N,34,96
Jaroslav Foldyna,ČSSD,M,34,96
Alena Gajdůšková,ČSSD,N,34,96
Jan Hamáček,ČSSD,0,34,96
Tomáš Hanzel,ČSSD,M,34,96
Jan Chvojka,ČSSD,N,34,96
Roman Onderka,ČSSD,M,34,96
Roman Sklenák,ČSSD,N,34,96
Antonín Staněk,ČSSD,N,34,96
Kateřina Valachová,ČSSD,M,34,96
Ondřej Veselý,ČSSD,N,34,96
Václav Votava,ČSSD,N,34,96
Lubomír Zaorálek,ČSSD,0,34,96
Hana Aulická Jírovcová,KSČM,M,34,96
Alexander Černý,KSČM,Z,34,96
Jiří Dolejš,KSČM,Z,34,96
Vojtěch Filip,KSČM,M,34,96
Miroslav Grebeníček,KSČM,0,34,96
Stanislav Grospič,KSČM,0,34,96
Pavel Kováčik,KSČM,Z,34,96
Leo Luzar,KSČM,Z,34,96
Květa Matušovská,KSČM,Z,34,96
