Name,Party,Vote,Meeting,Proposal
Věra Adámková,ANO,M,43,237
Andrej Babiš,ANO,M,43,237
Andrea Babišová,ANO,M,43,237
Ondřej Babka,ANO,A,43,237
Margita Balaštíková,ANO,M,43,237
Josef Bělica,ANO,M,43,237
Stanislav Berkovec,ANO,A,43,237
Jiří Bláha,ANO,M,43,237
Richard Brabec,ANO,M,43,237
Milan Brázdil,ANO,A,43,237
Andrea Brzobohatá,ANO,M,43,237
Jaroslav Bžoch,ANO,A,43,237
Monika Červíčková,ANO,A,43,237
Klára Dostálová,ANO,M,43,237
Lenka Dražilová,ANO,A,43,237
Jaroslav Faltýnek,ANO,A,43,237
Kamal Farhan,ANO,A,43,237
Milan Feranec,ANO,A,43,237
Eva Fialová,ANO,A,43,237
Stanislav Fridrich,ANO,M,43,237
Josef Hájek,ANO,M,43,237
Milan Hnilička,ANO,M,43,237
Ivan Jáč,ANO,M,43,237
Miloslav Janulík,ANO,A,43,237
Aleš Juchelka,ANO,A,43,237
Pavel Juříček,ANO,M,43,237
Iva Kalátová,ANO,M,43,237
Adam Kalous,ANO,M,43,237
David Kasal,ANO,A,43,237
Tomáš Kohoutek,ANO,A,43,237
Martin Kolovratník,ANO,M,43,237
Barbora Kořanová,ANO,A,43,237
Josef Kott,ANO,A,43,237
Robert Králíček,ANO,M,43,237
Roman Kubíček,ANO,A,43,237
Jan Kubík,ANO,A,43,237
Jaroslav Kytýr,ANO,A,43,237
Taťána Malá,ANO,M,43,237
Přemysl Mališ,ANO,A,43,237
Jiří Mašek,ANO,A,43,237
Eva Matyášová,ANO,M,43,237
Marcela Melková,ANO,A,43,237
Jana Mračková Vildumetzová,ANO,M,43,237
Patrik Nacher,ANO,A,43,237
Marek Novák,ANO,A,43,237
Monika Oborná,ANO,A,43,237
Ladislav Okleštěk,ANO,M,43,237
Zuzana Ožanová,ANO,M,43,237
Jana Pastuchová,ANO,A,43,237
František Petrtýl,ANO,M,43,237
Pavel Plzák,ANO,A,43,237
Milan Pour,ANO,A,43,237
David Pražák,ANO,M,43,237
Věra Procházková,ANO,M,43,237
Pavel Pustějovský,ANO,M,43,237
Karel Rais,ANO,A,43,237
Michal Ratiborský,ANO,A,43,237
Jan Richter,ANO,M,43,237
