Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,51,1,6,14,6,7,122
ODS,25,16,0,2,5,2,7,122
Piráti,22,19,0,1,1,1,7,122
SPD,22,18,0,0,1,3,7,122
ČSSD,15,6,0,3,4,2,7,122
KSČM,15,6,0,0,6,3,7,122
KDU-ČSL,10,4,0,0,3,3,7,122
TOP09,7,1,0,0,5,1,7,122
STAN,6,0,0,0,5,1,7,122
Celkem,200,121,1,12,44,22,7,122
