Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,51,4,8,15,12,230
ODS,25,15,0,7,0,3,12,230
Piráti,22,22,0,0,0,0,12,230
SPD,22,0,0,0,16,6,12,230
ČSSD,15,0,1,4,4,6,12,230
KSČM,15,2,1,4,5,3,12,230
KDU-ČSL,10,6,0,1,0,3,12,230
TOP09,7,6,0,1,0,0,12,230
STAN,6,3,0,0,1,2,12,230
Celkem,200,54,53,21,34,38,12,230
