Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,58,1,3,11,5,24,136
ODS,25,0,16,0,7,2,24,136
Piráti,22,0,3,0,17,2,24,136
SPD,22,0,0,1,21,0,24,136
ČSSD,15,8,1,0,2,4,24,136
KSČM,15,0,8,0,6,1,24,136
KDU-ČSL,10,0,6,0,3,1,24,136
TOP09,7,0,4,0,2,1,24,136
STAN,6,0,4,0,2,0,24,136
Celkem,200,66,43,4,71,16,24,136
