Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,68,2,1,7,23,307
ODS,25,0,18,0,3,4,23,307
Piráti,22,0,2,1,19,0,23,307
SPD,22,0,0,0,19,3,23,307
ČSSD,15,0,10,1,2,2,23,307
KSČM,15,0,13,1,0,1,23,307
KDU-ČSL,10,7,0,0,0,3,23,307
TOP09,7,0,5,0,0,2,23,307
STAN,6,0,6,0,0,0,23,307
Celkem,200,7,122,5,44,22,23,307
