Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,36,9,19,14,19,200
ODS,25,14,0,9,0,2,19,200
Piráti,22,20,0,1,0,1,19,200
SPD,22,0,13,6,0,3,19,200
ČSSD,15,0,2,6,1,6,19,200
KSČM,15,0,8,5,0,2,19,200
KDU-ČSL,10,5,0,1,0,4,19,200
TOP09,7,4,0,0,0,3,19,200
STAN,6,2,0,2,0,2,19,200
Celkem,200,45,59,39,20,37,19,200
