Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,68,0,7,3,28,692
ODS,23,23,0,0,0,0,28,692
Piráti,22,19,0,0,2,1,28,692
SPD,19,17,0,0,1,1,28,692
ČSSD,15,0,7,2,4,2,28,692
KSČM,15,0,11,0,4,0,28,692
KDU-ČSL,10,9,0,1,0,0,28,692
TOP09,7,4,0,1,0,2,28,692
STAN,6,3,0,2,1,0,28,692
Nezařaz,5,4,0,0,1,0,28,692
Celkem,200,79,86,6,20,9,28,692
