Name,Party,Vote,Meeting,Proposal
Věra Adámková,ANO,N,28,881
Andrej Babiš,ANO,N,28,881
Andrea Babišová,ANO,N,28,881
Margita Balaštíková,ANO,N,28,881
Josef Bělica,ANO,N,28,881
Stanislav Berkovec,ANO,N,28,881
Jiří Bláha,ANO,N,28,881
Richard Brabec,ANO,N,28,881
Milan Brázdil,ANO,N,28,881
Andrea Brzobohatá,ANO,N,28,881
Jaroslav Bžoch,ANO,N,28,881
Monika Červíčková,ANO,N,28,881
Klára Dostálová,ANO,Z,28,881
Lenka Dražilová,ANO,N,28,881
Jaroslav Faltýnek,ANO,N,28,881
Kamal Farhan,ANO,N,28,881
Milan Feranec,ANO,N,28,881
Eva Fialová,ANO,N,28,881
Stanislav Fridrich,ANO,N,28,881
Josef Hájek,ANO,Z,28,881
Milan Hnilička,ANO,N,28,881
Ivan Jáč,ANO,N,28,881
Miloslav Janulík,ANO,N,28,881
Aleš Juchelka,ANO,N,28,881
Pavel Juříček,ANO,Z,28,881
Iva Kalátová,ANO,N,28,881
Adam Kalous,ANO,N,28,881
David Kasal,ANO,N,28,881
Tomáš Kohoutek,ANO,N,28,881
Martin Kolovratník,ANO,Z,28,881
Barbora Kořanová,ANO,N,28,881
Josef Kott,ANO,N,28,881
Robert Králíček,ANO,N,28,881
Roman Kubíček,ANO,N,28,881
Jan Kubík,ANO,N,28,881
Jaroslav Kytýr,ANO,N,28,881
Taťána Malá,ANO,N,28,881
Přemysl Mališ,ANO,N,28,881
Jiří Mašek,ANO,N,28,881
Eva Matyášová,ANO,N,28,881
Radka Maxová,ANO,N,28,881
Marcela Melková,ANO,N,28,881
Jana Mračková Vildumetzová,ANO,N,28,881
Patrik Nacher,ANO,N,28,881
Marek Novák,ANO,N,28,881
Monika Oborná,ANO,N,28,881
Ladislav Okleštěk,ANO,N,28,881
Zuzana Ožanová,ANO,N,28,881
Jana Pastuchová,ANO,N,28,881
František Petrtýl,ANO,N,28,881
Pavel Plzák,ANO,N,28,881
Milan Pour,ANO,N,28,881
David Pražák,ANO,N,28,881
Věra Procházková,ANO,N,28,881
Pavel Pustějovský,ANO,N,28,881
Karel Rais,ANO,M,28,881
Michal Ratiborský,ANO,N,28,881
Jan Richter,ANO,N,28,881
Miloslava Rutová,ANO,N,28,881
Pavel Růžička,ANO,N,28,881
Jan Řehounek,ANO,N,28,881
Petr Sadovský,ANO,N,28,881
Jan Schiller,ANO,N,28,881
Pavel Staněk,ANO,Z,28,881
Jiří Strýček,ANO,N,28,881
Karla Šlechtová,ANO,N,28,881
Julius Špičák,ANO,N,28,881
David Štolpa,ANO,N,28,881
Karel Tureček,ANO,N,28,881
Helena Válková,ANO,N,28,881
Petr Venhoda,ANO,N,28,881
Adam Vojtěch,ANO,N,28,881
Jan Volný,ANO,N,28,881
Radek Vondráček,ANO,N,28,881
