Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,76,0,2,0,4,120
ODS,25,0,22,1,2,0,4,120
Piráti,22,0,22,0,0,0,4,120
SPD,22,22,0,0,0,0,4,120
ČSSD,15,0,8,0,7,0,4,120
KSČM,15,11,0,0,4,0,4,120
KDU-ČSL,10,0,8,0,2,0,4,120
TOP09,7,0,7,0,0,0,4,120
STAN,6,0,5,0,1,0,4,120
Celkem,200,33,148,1,18,0,4,120
