Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,A,19,108
Andrej Babiš,ANO,Z,19,108
Andrea Babišová,ANO,A,19,108
Margita Balaštíková,ANO,A,19,108
Josef Bělica,ANO,M,19,108
Stanislav Berkovec,ANO,A,19,108
Jiří Bláha,ANO,A,19,108
Richard Brabec,ANO,A,19,108
Milan Brázdil,ANO,A,19,108
Andrea Brzobohatá,ANO,A,19,108
Jaroslav Bžoch,ANO,A,19,108
Monika Červíčková,ANO,A,19,108
Klára Dostálová,ANO,Z,19,108
Lenka Dražilová,ANO,A,19,108
Jaroslav Faltýnek,ANO,A,19,108
Kamal Farhan,ANO,A,19,108
Milan Feranec,ANO,A,19,108
Eva Fialová,ANO,A,19,108
Stanislav Fridrich,ANO,A,19,108
Josef Hájek,ANO,A,19,108
Milan Hnilička,ANO,A,19,108
Ivan Jáč,ANO,A,19,108
Miloslav Janulík,ANO,A,19,108
Aleš Juchelka,ANO,A,19,108
Pavel Juříček,ANO,A,19,108
Adam Kalous,ANO,A,19,108
David Kasal,ANO,M,19,108
Tomáš Kohoutek,ANO,A,19,108
Martin Kolovratník,ANO,A,19,108
Barbora Kořanová,ANO,M,19,108
Josef Kott,ANO,A,19,108
Robert Králíček,ANO,M,19,108
Roman Kubíček,ANO,A,19,108
Jan Kubík,ANO,A,19,108
Jaroslav Kytýr,ANO,A,19,108
Taťána Malá,ANO,A,19,108
Přemysl Mališ,ANO,A,19,108
Jiří Mašek,ANO,A,19,108
Eva Matyášová,ANO,Z,19,108
Radka Maxová,ANO,A,19,108
Marcela Melková,ANO,A,19,108
Jana Mračková Vildumetzová,ANO,A,19,108
Patrik Nacher,ANO,A,19,108
Marek Novák,ANO,A,19,108
Monika Oborná,ANO,A,19,108
Ladislav Okleštěk,ANO,A,19,108
Zuzana Ožanová,ANO,A,19,108
Jana Pastuchová,ANO,A,19,108
František Petrtýl,ANO,A,19,108
Pavel Plzák,ANO,M,19,108
Milan Pour,ANO,A,19,108
David Pražák,ANO,A,19,108
Věra Procházková,ANO,A,19,108
Pavel Pustějovský,ANO,A,19,108
Karel Rais,ANO,A,19,108
Michal Ratiborský,ANO,A,19,108
Jan Richter,ANO,A,19,108
Miloslava Rutová,ANO,A,19,108
Pavel Růžička,ANO,A,19,108
Jan Řehounek,ANO,A,19,108
Petr Sadovský,ANO,A,19,108
Jan Schiller,ANO,A,19,108
Pavel Staněk,ANO,A,19,108
Jiří Strýček,ANO,A,19,108
Karla Šlechtová,ANO,Z,19,108
Julius Špičák,ANO,Z,19,108
David Štolpa,ANO,A,19,108
Dan Ťok,ANO,A,19,108
Karel Tureček,ANO,Z,19,108
Helena Válková,ANO,A,19,108
Petr Venhoda,ANO,A,19,108
Adam Vojtěch,ANO,A,19,108
Jan Volný,ANO,A,19,108
Radek Vondráček,ANO,Z,19,108
Ivo Vondrák,ANO,A,19,108
Petr Vrána,ANO,A,19,108
Rostislav Vyzula,ANO,M,19,108
Radek Zlesák,ANO,A,19,108
Ivan Adamec,ODS,0,19,108
Jan Bauer,ODS,A,19,108
Martin Baxa,ODS,A,19,108
Petr Beitl,ODS,A,19,108
Marek Benda,ODS,Z,19,108
Stanislav Blaha,ODS,M,19,108
Pavel Blažek,ODS,A,19,108
Jana Černochová,ODS,A,19,108
Petr Fiala,ODS,M,19,108
Jakub Janda,ODS,A,19,108
Václav Klaus,ODS,A,19,108
Karel Krejza,ODS,A,19,108
Martin Kupka,ODS,A,19,108
Zuzana Majerová Zahradníková,ODS,A,19,108
Jaroslav Martinů,ODS,A,19,108
Ilona Mauritzová,ODS,A,19,108
Vojtěch Munzar,ODS,A,19,108
Miroslava Němcová,ODS,0,19,108
Jan Skopeček,ODS,A,19,108
Zbyněk Stanjura,ODS,A,19,108
Bohuslav Svoboda,ODS,A,19,108
Jiří Ventruba,ODS,A,19,108
Veronika Vrecionová,ODS,A,19,108
Jan Zahradník,ODS,A,19,108
Pavel Žáček,ODS,M,19,108
Dana Balcarová,Piráti,M,19,108
Lukáš Bartoň,Piráti,A,19,108
Ivan Bartoš,Piráti,A,19,108
Lukáš Černohorský,Piráti,A,19,108
František Elfmark,Piráti,M,19,108
Mikuláš Ferjenčík,Piráti,A,19,108
Radek Holomčík,Piráti,A,19,108
Martin Jiránek,Piráti,A,19,108
Lukáš Kolářík,Piráti,A,19,108
František Kopřiva,Piráti,A,19,108
Lenka Kozlová,Piráti,A,19,108
Jan Lipavský,Piráti,A,19,108
Tomáš Martínek,Piráti,A,19,108
Jakub Michálek,Piráti,A,19,108
Mikuláš Peksa,Piráti,A,19,108
Vojtěch Pikal,Piráti,A,19,108
Ondřej Polanský,Piráti,A,19,108
Jan Pošvář,Piráti,A,19,108
Ondřej Profant,Piráti,A,19,108
Olga Richterová,Piráti,A,19,108
Petr Třešňák,Piráti,A,19,108
Tomáš Vymazal,Piráti,A,19,108
Marian Bojko,SPD,A,19,108
Jaroslav Dvořák,SPD,A,19,108
Radim Fiala,SPD,A,19,108
Jaroslav Holík,SPD,A,19,108
Jan Hrnčíř,SPD,Z,19,108
Tereza Hyťhová,SPD,A,19,108
Monika Jarošová,SPD,A,19,108
Pavel Jelínek,SPD,A,19,108
Jiří Kobza,SPD,A,19,108
Jiří Kohoutek,SPD,A,19,108
Radek Koten,SPD,A,19,108
Jana Levová,SPD,A,19,108
Karla Maříková,SPD,A,19,108
Ivana Nevludová,SPD,A,19,108
Tomio Okamura,SPD,A,19,108
Zdeněk Podal,SPD,0,19,108
Miloslav Rozner,SPD,A,19,108
Radek Rozvoral,SPD,A,19,108
Lucie Šafránková,SPD,A,19,108
Lubomír Španěl,SPD,Z,19,108
Radovan Vích,SPD,0,19,108
Lubomír Volný,SPD,A,19,108
Jiří Běhounek,ČSSD,A,19,108
Jan Birke,ČSSD,A,19,108
Petr Dolínek,ČSSD,A,19,108
Jaroslav Foldyna,ČSSD,0,19,108
Alena Gajdůšková,ČSSD,M,19,108
Jan Hamáček,ČSSD,A,19,108
Tomáš Hanzel,ČSSD,A,19,108
Milan Chovanec,ČSSD,M,19,108
Jan Chvojka,ČSSD,A,19,108
Roman Onderka,ČSSD,A,19,108
Roman Sklenák,ČSSD,A,19,108
Antonín Staněk,ČSSD,M,19,108
Kateřina Valachová,ČSSD,A,19,108
Ondřej Veselý,ČSSD,A,19,108
Lubomír Zaorálek,ČSSD,Z,19,108
Hana Aulická Jírovcová,KSČM,M,19,108
Alexander Černý,KSČM,A,19,108
Jiří Dolejš,KSČM,A,19,108
Vojtěch Filip,KSČM,Z,19,108
Miroslav Grebeníček,KSČM,M,19,108
Stanislav Grospič,KSČM,A,19,108
Vladimír Koníček,KSČM,A,19,108
Pavel Kováčik,KSČM,A,19,108
Leo Luzar,KSČM,A,19,108
Květa Matušovská,KSČM,M,19,108
Zdeněk Ondráček,KSČM,M,19,108
Daniel Pawlas,KSČM,A,19,108
Ivo Pojezný,KSČM,A,19,108
Jiří Valenta,KSČM,A,19,108
Miloslava Vostrá,KSČM,Z,19,108
Jan Bartošek,KDU-ČSL,A,19,108
Pavel Bělobrádek,KDU-ČSL,A,19,108
Ondřej Benešík,KDU-ČSL,A,19,108
Jan Čižinský,KDU-ČSL,A,19,108
Pavla Golasowská,KDU-ČSL,M,19,108
Stanislav Juránek,KDU-ČSL,A,19,108
Marian Jurečka,KDU-ČSL,A,19,108
Vít Kaňkovský,KDU-ČSL,A,19,108
Jiří Mihola,KDU-ČSL,A,19,108
Marek Výborný,KDU-ČSL,A,19,108
Dominik Feri,TOP09,A,19,108
Miroslav Kalousek,TOP09,M,19,108
Helena Langšádlová,TOP09,M,19,108
Markéta Pekarová Adamová,TOP09,A,19,108
Karel Schwarzenberg,TOP09,A,19,108
František Vácha,TOP09,A,19,108
Vlastimil Válek,TOP09,M,19,108
Jan Farský,STAN,A,19,108
Petr Gazdík,STAN,A,19,108
Věra Kovářová,STAN,A,19,108
Jana Krutáková,STAN,Z,19,108
Petr Pávek,STAN,A,19,108
Vít Rakušan,STAN,Z,19,108
