Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,77,0,0,0,1,38,381
ODS,23,20,0,1,1,1,38,381
Piráti,22,20,0,0,1,1,38,381
SPD,19,17,0,0,0,2,38,381
ČSSD,15,12,0,1,0,2,38,381
KSČM,15,14,0,0,0,1,38,381
KDU-ČSL,10,10,0,0,0,0,38,381
TOP09,7,5,0,0,1,1,38,381
STAN,6,5,0,0,0,1,38,381
Nezařaz,5,2,0,1,0,2,38,381
Celkem,200,182,0,3,3,12,38,381
