Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,68,0,0,0,10,33,131
ODS,23,20,0,2,0,1,33,131
Piráti,22,0,0,0,22,0,33,131
SPD,19,17,0,0,0,2,33,131
ČSSD,15,10,0,2,1,2,33,131
KSČM,15,11,0,1,1,2,33,131
KDU-ČSL,10,6,0,0,2,2,33,131
TOP09,7,6,0,0,0,1,33,131
STAN,6,5,0,0,0,1,33,131
Nezařaz,5,2,0,0,2,1,33,131
Celkem,200,145,0,5,28,22,33,131
