Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,68,3,0,7,29,30
ODS,23,18,0,3,0,2,29,30
Piráti,22,20,0,0,1,1,29,30
SPD,19,14,0,1,0,4,29,30
ČSSD,15,0,8,5,2,0,29,30
KSČM,15,0,7,3,4,1,29,30
KDU-ČSL,10,10,0,0,0,0,29,30
TOP09,7,4,0,1,0,2,29,30
STAN,6,5,0,0,0,1,29,30
Nezařaz,5,4,0,0,0,1,29,30
Celkem,200,75,83,16,7,19,29,30
