Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,68,0,2,2,6,34,114
ODS,23,20,1,0,1,1,34,114
Piráti,22,20,0,1,1,0,34,114
SPD,19,17,0,1,0,1,34,114
ČSSD,15,12,0,1,0,2,34,114
KSČM,15,3,0,0,11,1,34,114
KDU-ČSL,10,8,0,0,0,2,34,114
TOP09,7,4,1,0,0,2,34,114
STAN,6,3,0,3,0,0,34,114
Nezařaz,5,3,0,1,1,0,34,114
Celkem,200,158,2,9,16,15,34,114
