Name,Party,Vote,Meeting,Proposal
Věra Adámková,ANO,N,29,148
Andrej Babiš,ANO,M,29,148
Andrea Babišová,ANO,N,29,148
Margita Balaštíková,ANO,N,29,148
Josef Bělica,ANO,N,29,148
Stanislav Berkovec,ANO,N,29,148
Jiří Bláha,ANO,N,29,148
Richard Brabec,ANO,N,29,148
Milan Brázdil,ANO,N,29,148
Andrea Brzobohatá,ANO,N,29,148
Jaroslav Bžoch,ANO,N,29,148
Monika Červíčková,ANO,N,29,148
Klára Dostálová,ANO,M,29,148
Lenka Dražilová,ANO,N,29,148
Jaroslav Faltýnek,ANO,N,29,148
Kamal Farhan,ANO,N,29,148
Milan Feranec,ANO,N,29,148
Eva Fialová,ANO,N,29,148
Stanislav Fridrich,ANO,N,29,148
Josef Hájek,ANO,N,29,148
Milan Hnilička,ANO,N,29,148
Ivan Jáč,ANO,N,29,148
Miloslav Janulík,ANO,N,29,148
Aleš Juchelka,ANO,N,29,148
Pavel Juříček,ANO,M,29,148
Iva Kalátová,ANO,N,29,148
Adam Kalous,ANO,N,29,148
David Kasal,ANO,N,29,148
Tomáš Kohoutek,ANO,N,29,148
Martin Kolovratník,ANO,N,29,148
Barbora Kořanová,ANO,N,29,148
Josef Kott,ANO,N,29,148
Robert Králíček,ANO,N,29,148
Roman Kubíček,ANO,N,29,148
Jan Kubík,ANO,N,29,148
Jaroslav Kytýr,ANO,N,29,148
Taťána Malá,ANO,N,29,148
Přemysl Mališ,ANO,N,29,148
Jiří Mašek,ANO,N,29,148
Eva Matyášová,ANO,N,29,148
Radka Maxová,ANO,N,29,148
Marcela Melková,ANO,N,29,148
Jana Mračková Vildumetzová,ANO,N,29,148
Patrik Nacher,ANO,N,29,148
Marek Novák,ANO,N,29,148
Monika Oborná,ANO,N,29,148
Ladislav Okleštěk,ANO,N,29,148
Zuzana Ožanová,ANO,M,29,148
Jana Pastuchová,ANO,N,29,148
František Petrtýl,ANO,N,29,148
Pavel Plzák,ANO,N,29,148
Milan Pour,ANO,Z,29,148
David Pražák,ANO,N,29,148
Věra Procházková,ANO,N,29,148
Pavel Pustějovský,ANO,M,29,148
Karel Rais,ANO,N,29,148
Michal Ratiborský,ANO,N,29,148
Jan Richter,ANO,N,29,148
Miloslava Rutová,ANO,N,29,148
Pavel Růžička,ANO,N,29,148
Jan Řehounek,ANO,N,29,148
Petr Sadovský,ANO,N,29,148
Jan Schiller,ANO,N,29,148
Pavel Staněk,ANO,Z,29,148
Jiří Strýček,ANO,N,29,148
Karla Šlechtová,ANO,N,29,148
Julius Špičák,ANO,N,29,148
David Štolpa,ANO,N,29,148
Karel Tureček,ANO,N,29,148
Helena Válková,ANO,N,29,148
Petr Venhoda,ANO,Z,29,148
Adam Vojtěch,ANO,N,29,148
Jan Volný,ANO,Z,29,148
Radek Vondráček,ANO,M,29,148
Ivo Vondrák,ANO,N,29,148
Petr Vrána,ANO,N,29,148
Rostislav Vyzula,ANO,N,29,148
Radek Zlesák,ANO,Z,29,148
Ivan Adamec,ODS,A,29,148
Jan Bauer,ODS,M,29,148
Martin Baxa,ODS,A,29,148
Petr Beitl,ODS,A,29,148
Marek Benda,ODS,A,29,148
Stanislav Blaha,ODS,A,29,148
Pavel Blažek,ODS,A,29,148
Jana Černochová,ODS,A,29,148
Petr Fiala,ODS,A,29,148
Jakub Janda,ODS,A,29,148
Karel Krejza,ODS,A,29,148
Martin Kupka,ODS,A,29,148
