Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,A,12,197
Andrej Babiš,ANO,0,12,197
Andrea Babišová,ANO,A,12,197
Margita Balaštíková,ANO,A,12,197
Josef Bělica,ANO,Z,12,197
Stanislav Berkovec,ANO,Z,12,197
Jiří Bláha,ANO,A,12,197
Richard Brabec,ANO,A,12,197
Milan Brázdil,ANO,A,12,197
Andrea Brzobohatá,ANO,A,12,197
Jaroslav Bžoch,ANO,A,12,197
Klára Dostálová,ANO,Z,12,197
Lenka Dražilová,ANO,A,12,197
Jaroslav Faltýnek,ANO,Z,12,197
Kamal Farhan,ANO,A,12,197
Milan Feranec,ANO,A,12,197
Eva Fialová,ANO,A,12,197
Stanislav Fridrich,ANO,A,12,197
Josef Hájek,ANO,Z,12,197
Milan Hnilička,ANO,A,12,197
Ivan Jáč,ANO,A,12,197
Miloslav Janulík,ANO,A,12,197
Aleš Juchelka,ANO,A,12,197
Pavel Juříček,ANO,A,12,197
Adam Kalous,ANO,A,12,197
David Kasal,ANO,A,12,197
Tomáš Kohoutek,ANO,A,12,197
Martin Kolovratník,ANO,M,12,197
Barbora Kořanová,ANO,A,12,197
Josef Kott,ANO,A,12,197
Robert Králíček,ANO,A,12,197
Roman Kubíček,ANO,Z,12,197
Jan Kubík,ANO,A,12,197
Jaroslav Kytýr,ANO,A,12,197
Taťána Malá,ANO,A,12,197
Přemysl Mališ,ANO,A,12,197
Jiří Mašek,ANO,A,12,197
Eva Matyášová,ANO,A,12,197
Radka Maxová,ANO,M,12,197
Marcela Melková,ANO,A,12,197
Jana Mračková Vildumetzová,ANO,M,12,197
Patrik Nacher,ANO,A,12,197
Marek Novák,ANO,A,12,197
Monika Oborná,ANO,Z,12,197
Ladislav Okleštěk,ANO,Z,12,197
Zuzana Ožanová,ANO,A,12,197
Jana Pastuchová,ANO,A,12,197
Robert Pelikán,ANO,A,12,197
František Petrtýl,ANO,A,12,197
Pavel Plzák,ANO,A,12,197
Milan Pour,ANO,A,12,197
David Pražák,ANO,A,12,197
Věra Procházková,ANO,M,12,197
Pavel Pustějovský,ANO,A,12,197
Karel Rais,ANO,A,12,197
Michal Ratiborský,ANO,A,12,197
Jan Richter,ANO,Z,12,197
Miloslava Rutová,ANO,A,12,197
Pavel Růžička,ANO,A,12,197
Jan Řehounek,ANO,Z,12,197
Petr Sadovský,ANO,M,12,197
Jan Schiller,ANO,A,12,197
Pavel Staněk,ANO,A,12,197
Martin Stropnický,ANO,M,12,197
Jiří Strýček,ANO,A,12,197
Karla Šlechtová,ANO,Z,12,197
Julius Špičák,ANO,A,12,197
David Štolpa,ANO,A,12,197
Dan Ťok,ANO,Z,12,197
Karel Tureček,ANO,M,12,197
Helena Válková,ANO,Z,12,197
Adam Vojtěch,ANO,A,12,197
Jan Volný,ANO,Z,12,197
Radek Vondráček,ANO,0,12,197
Ivo Vondrák,ANO,M,12,197
Petr Vrána,ANO,A,12,197
Rostislav Vyzula,ANO,A,12,197
Radek Zlesák,ANO,A,12,197
Ivan Adamec,ODS,A,12,197
Jan Bauer,ODS,0,12,197
Martin Baxa,ODS,A,12,197
Petr Beitl,ODS,A,12,197
Marek Benda,ODS,Z,12,197
Stanislav Blaha,ODS,M,12,197
Pavel Blažek,ODS,Z,12,197
Jana Černochová,ODS,A,12,197
Petr Fiala,ODS,A,12,197
Jakub Janda,ODS,0,12,197
Václav Klaus,ODS,Z,12,197
Karel Krejza,ODS,A,12,197
Martin Kupka,ODS,A,12,197
Zuzana Majerová Zahradníková,ODS,0,12,197
Jaroslav Martinů,ODS,A,12,197
Ilona Mauritzová,ODS,A,12,197
Vojtěch Munzar,ODS,A,12,197
Miroslava Němcová,ODS,Z,12,197
Jan Skopeček,ODS,A,12,197
Zbyněk Stanjura,ODS,A,12,197
Bohuslav Svoboda,ODS,Z,12,197
Jiří Ventruba,ODS,A,12,197
Veronika Vrecionová,ODS,A,12,197
Jan Zahradník,ODS,A,12,197
Pavel Žáček,ODS,A,12,197
Dana Balcarová,Piráti,A,12,197
Lukáš Bartoň,Piráti,A,12,197
Ivan Bartoš,Piráti,A,12,197
Lukáš Černohorský,Piráti,A,12,197
František Elfmark,Piráti,A,12,197
Mikuláš Ferjenčík,Piráti,A,12,197
Radek Holomčík,Piráti,A,12,197
Martin Jiránek,Piráti,A,12,197
Lukáš Kolářík,Piráti,A,12,197
František Kopřiva,Piráti,A,12,197
Lenka Kozlová,Piráti,A,12,197
Jan Lipavský,Piráti,Z,12,197
Tomáš Martínek,Piráti,A,12,197
Jakub Michálek,Piráti,A,12,197
Mikuláš Peksa,Piráti,A,12,197
Vojtěch Pikal,Piráti,A,12,197
Ondřej Polanský,Piráti,A,12,197
Jan Pošvář,Piráti,A,12,197
Ondřej Profant,Piráti,A,12,197
Olga Richterová,Piráti,0,12,197
Petr Třešňák,Piráti,A,12,197
Tomáš Vymazal,Piráti,A,12,197
Marian Bojko,SPD,A,12,197
Jaroslav Dvořák,SPD,A,12,197
Radim Fiala,SPD,A,12,197
Jaroslav Holík,SPD,A,12,197
Jan Hrnčíř,SPD,M,12,197
Tereza Hyťhová,SPD,A,12,197
Monika Jarošová,SPD,A,12,197
Pavel Jelínek,SPD,A,12,197
Jiří Kobza,SPD,A,12,197
Jiří Kohoutek,SPD,A,12,197
Radek Koten,SPD,A,12,197
Jana Levová,SPD,Z,12,197
Karla Maříková,SPD,Z,12,197
Ivana Nevludová,SPD,A,12,197
Tomio Okamura,SPD,A,12,197
Zdeněk Podal,SPD,A,12,197
Miloslav Rozner,SPD,A,12,197
Radek Rozvoral,SPD,A,12,197
Lucie Šafránková,SPD,A,12,197
Lubomír Španěl,SPD,A,12,197
Radovan Vích,SPD,Z,12,197
Lubomír Volný,SPD,A,12,197
Jiří Běhounek,ČSSD,A,12,197
Jan Birke,ČSSD,Z,12,197
Petr Dolínek,ČSSD,0,12,197
Jaroslav Foldyna,ČSSD,Z,12,197
Alena Gajdůšková,ČSSD,Z,12,197
Jan Hamáček,ČSSD,0,12,197
Tomáš Hanzel,ČSSD,A,12,197
Milan Chovanec,ČSSD,Z,12,197
Jan Chvojka,ČSSD,A,12,197
Roman Onderka,ČSSD,A,12,197
Roman Sklenák,ČSSD,A,12,197
Antonín Staněk,ČSSD,M,12,197
Kateřina Valachová,ČSSD,M,12,197
Ondřej Veselý,ČSSD,A,12,197
Lubomír Zaorálek,ČSSD,A,12,197
Hana Aulická Jírovcová,KSČM,A,12,197
Alexander Černý,KSČM,A,12,197
Jiří Dolejš,KSČM,A,12,197
Vojtěch Filip,KSČM,A,12,197
Miroslav Grebeníček,KSČM,A,12,197
Stanislav Grospič,KSČM,Z,12,197
Vladimír Koníček,KSČM,A,12,197
Pavel Kováčik,KSČM,A,12,197
Leo Luzar,KSČM,A,12,197
Květa Matušovská,KSČM,A,12,197
Zdeněk Ondráček,KSČM,A,12,197
Daniel Pawlas,KSČM,A,12,197
Ivo Pojezný,KSČM,M,12,197
Jiří Valenta,KSČM,A,12,197
Miloslava Vostrá,KSČM,Z,12,197
Jan Bartošek,KDU-ČSL,A,12,197
Pavel Bělobrádek,KDU-ČSL,0,12,197
Ondřej Benešík,KDU-ČSL,0,12,197
Jan Čižinský,KDU-ČSL,Z,12,197
Pavla Golasowská,KDU-ČSL,M,12,197
Stanislav Juránek,KDU-ČSL,A,12,197
Marian Jurečka,KDU-ČSL,A,12,197
Vít Kaňkovský,KDU-ČSL,A,12,197
Jiří Mihola,KDU-ČSL,Z,12,197
Marek Výborný,KDU-ČSL,A,12,197
Dominik Feri,TOP09,A,12,197
Miroslav Kalousek,TOP09,0,12,197
Helena Langšádlová,TOP09,0,12,197
Markéta Pekarová Adamová,TOP09,Z,12,197
Karel Schwarzenberg,TOP09,A,12,197
František Vácha,TOP09,A,12,197
Vlastimil Válek,TOP09,A,12,197
Jan Farský,STAN,A,12,197
Petr Gazdík,STAN,Z,12,197
Věra Kovářová,STAN,A,12,197
Jana Krutáková,STAN,A,12,197
Petr Pávek,STAN,M,12,197
Vít Rakušan,STAN,A,12,197
