Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,54,1,11,2,10,11,103
ODS,25,0,20,2,0,3,11,103
Piráti,22,20,0,1,0,1,11,103
SPD,22,1,16,2,0,3,11,103
ČSSD,15,5,0,4,0,6,11,103
KSČM,15,11,0,3,0,1,11,103
KDU-ČSL,10,3,0,3,0,4,11,103
TOP09,7,0,0,2,3,2,11,103
STAN,6,5,0,1,0,0,11,103
Celkem,200,99,37,29,5,30,11,103
