Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,52,2,8,7,9,32,124
ODS,23,14,0,8,0,1,32,124
Piráti,22,0,9,3,8,2,32,124
SPD,19,12,0,3,0,4,32,124
ČSSD,15,4,1,7,0,3,32,124
KSČM,15,4,0,6,2,3,32,124
KDU-ČSL,10,1,1,4,2,2,32,124
TOP09,7,5,0,1,1,0,32,124
STAN,6,4,0,1,0,1,32,124
Nezařaz,5,0,0,1,0,4,32,124
Celkem,200,96,13,42,20,29,32,124
