Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,61,0,0,10,7,33,51
ODS,23,12,0,0,7,4,33,51
Piráti,22,22,0,0,0,0,33,51
SPD,19,17,0,1,0,1,33,51
ČSSD,15,6,0,1,4,4,33,51
KSČM,15,9,0,0,5,1,33,51
KDU-ČSL,10,4,0,0,2,4,33,51
TOP09,7,2,0,0,5,0,33,51
STAN,6,3,0,0,3,0,33,51
Nezařaz,5,2,0,0,0,3,33,51
Celkem,200,138,0,2,36,24,33,51
