Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,37,0,2,39,44,220
ODS,23,12,0,0,0,11,44,220
Piráti,22,11,0,0,0,11,44,220
SPD,20,9,0,0,0,11,44,220
ČSSD,14,0,7,1,0,6,44,220
KSČM,15,0,7,0,1,7,44,220
KDU-ČSL,10,5,0,0,0,5,44,220
TOP09,7,3,0,0,0,4,44,220
STAN,6,3,0,0,0,3,44,220
Nezařaz,5,3,0,0,0,2,44,220
Celkem,200,46,51,1,3,99,44,220
