Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,60,0,3,10,5,28,989
ODS,23,13,0,0,7,3,28,989
Piráti,22,21,0,0,0,1,28,989
SPD,19,17,0,0,1,1,28,989
ČSSD,15,9,0,0,3,3,28,989
KSČM,15,9,0,0,5,1,28,989
KDU-ČSL,10,7,0,0,3,0,28,989
TOP09,7,3,0,1,3,0,28,989
STAN,6,3,0,0,2,1,28,989
Nezařaz,5,2,0,0,2,1,28,989
Celkem,200,144,0,4,36,16,28,989
