Name,Party,Vote,Meeting,Proposal
Věra Adámková,ANO,M,25,177
Andrej Babiš,ANO,M,25,177
Andrea Babišová,ANO,A,25,177
Margita Balaštíková,ANO,A,25,177
Josef Bělica,ANO,A,25,177
Stanislav Berkovec,ANO,Z,25,177
Jiří Bláha,ANO,M,25,177
Richard Brabec,ANO,M,25,177
Milan Brázdil,ANO,A,25,177
Andrea Brzobohatá,ANO,A,25,177
Jaroslav Bžoch,ANO,A,25,177
Monika Červíčková,ANO,A,25,177
Klára Dostálová,ANO,A,25,177
Lenka Dražilová,ANO,A,25,177
Jaroslav Faltýnek,ANO,M,25,177
Kamal Farhan,ANO,A,25,177
Milan Feranec,ANO,A,25,177
Eva Fialová,ANO,A,25,177
Stanislav Fridrich,ANO,A,25,177
Josef Hájek,ANO,Z,25,177
Milan Hnilička,ANO,A,25,177
Ivan Jáč,ANO,A,25,177
Miloslav Janulík,ANO,M,25,177
Aleš Juchelka,ANO,A,25,177
Pavel Juříček,ANO,M,25,177
Adam Kalous,ANO,A,25,177
David Kasal,ANO,A,25,177
Tomáš Kohoutek,ANO,A,25,177
Martin Kolovratník,ANO,A,25,177
Barbora Kořanová,ANO,Z,25,177
Josef Kott,ANO,Z,25,177
Robert Králíček,ANO,A,25,177
Roman Kubíček,ANO,A,25,177
Jan Kubík,ANO,A,25,177
Jaroslav Kytýr,ANO,A,25,177
Taťána Malá,ANO,Z,25,177
Přemysl Mališ,ANO,A,25,177
Jiří Mašek,ANO,Z,25,177
Eva Matyášová,ANO,Z,25,177
Radka Maxová,ANO,A,25,177
Marcela Melková,ANO,Z,25,177
Jana Mračková Vildumetzová,ANO,A,25,177
Patrik Nacher,ANO,A,25,177
Marek Novák,ANO,A,25,177
Monika Oborná,ANO,A,25,177
Ladislav Okleštěk,ANO,A,25,177
Zuzana Ožanová,ANO,A,25,177
Jana Pastuchová,ANO,A,25,177
František Petrtýl,ANO,A,25,177
Pavel Plzák,ANO,A,25,177
Milan Pour,ANO,M,25,177
David Pražák,ANO,A,25,177
Věra Procházková,ANO,M,25,177
Pavel Pustějovský,ANO,A,25,177
Karel Rais,ANO,Z,25,177
Michal Ratiborský,ANO,A,25,177
Jan Richter,ANO,Z,25,177
Miloslava Rutová,ANO,A,25,177
Pavel Růžička,ANO,A,25,177
Jan Řehounek,ANO,A,25,177
Petr Sadovský,ANO,A,25,177
Jan Schiller,ANO,A,25,177
Pavel Staněk,ANO,M,25,177
Jiří Strýček,ANO,A,25,177
Karla Šlechtová,ANO,A,25,177
Julius Špičák,ANO,A,25,177
David Štolpa,ANO,A,25,177
Dan Ťok,ANO,A,25,177
Karel Tureček,ANO,A,25,177
Helena Válková,ANO,A,25,177
Petr Venhoda,ANO,A,25,177
Adam Vojtěch,ANO,A,25,177
Jan Volný,ANO,Z,25,177
Radek Vondráček,ANO,Z,25,177
Ivo Vondrák,ANO,M,25,177
Petr Vrána,ANO,A,25,177
Rostislav Vyzula,ANO,A,25,177
Radek Zlesák,ANO,A,25,177
Ivan Adamec,ODS,Z,25,177
Jan Bauer,ODS,Z,25,177
Martin Baxa,ODS,A,25,177
Petr Beitl,ODS,A,25,177
Marek Benda,ODS,Z,25,177
Stanislav Blaha,ODS,A,25,177
Pavel Blažek,ODS,M,25,177
Jana Černochová,ODS,A,25,177
Petr Fiala,ODS,Z,25,177
Jakub Janda,ODS,A,25,177
Václav Klaus,ODS,Z,25,177
Karel Krejza,ODS,Z,25,177
Martin Kupka,ODS,A,25,177
Zuzana Majerová Zahradníková,ODS,A,25,177
Jaroslav Martinů,ODS,A,25,177
Ilona Mauritzová,ODS,A,25,177
Vojtěch Munzar,ODS,A,25,177
Miroslava Němcová,ODS,A,25,177
Jan Skopeček,ODS,Z,25,177
Zbyněk Stanjura,ODS,Z,25,177
Bohuslav Svoboda,ODS,A,25,177
Jiří Ventruba,ODS,A,25,177
Veronika Vrecionová,ODS,A,25,177
Jan Zahradník,ODS,Z,25,177
Pavel Žáček,ODS,M,25,177
Dana Balcarová,Piráti,A,25,177
Lukáš Bartoň,Piráti,A,25,177
Ivan Bartoš,Piráti,A,25,177
Lukáš Černohorský,Piráti,A,25,177
František Elfmark,Piráti,A,25,177
Mikuláš Ferjenčík,Piráti,A,25,177
Radek Holomčík,Piráti,A,25,177
Martin Jiránek,Piráti,A,25,177
Lukáš Kolářík,Piráti,A,25,177
František Kopřiva,Piráti,A,25,177
Lenka Kozlová,Piráti,A,25,177
Jan Lipavský,Piráti,A,25,177
Tomáš Martínek,Piráti,A,25,177
Jakub Michálek,Piráti,A,25,177
Mikuláš Peksa,Piráti,A,25,177
Vojtěch Pikal,Piráti,A,25,177
Ondřej Polanský,Piráti,A,25,177
Jan Pošvář,Piráti,A,25,177
Ondřej Profant,Piráti,A,25,177
Olga Richterová,Piráti,A,25,177
Petr Třešňák,Piráti,A,25,177
Tomáš Vymazal,Piráti,A,25,177
Marian Bojko,SPD,A,25,177
Jaroslav Dvořák,SPD,M,25,177
Radim Fiala,SPD,Z,25,177
Jaroslav Holík,SPD,A,25,177
Jan Hrnčíř,SPD,Z,25,177
Tereza Hyťhová,SPD,A,25,177
Monika Jarošová,SPD,Z,25,177
Pavel Jelínek,SPD,A,25,177
Jiří Kobza,SPD,A,25,177
Jiří Kohoutek,SPD,A,25,177
Radek Koten,SPD,A,25,177
Jana Levová,SPD,A,25,177
Karla Maříková,SPD,A,25,177
Ivana Nevludová,SPD,A,25,177
Tomio Okamura,SPD,A,25,177
Zdeněk Podal,SPD,M,25,177
Miloslav Rozner,SPD,A,25,177
Radek Rozvoral,SPD,A,25,177
Lucie Šafránková,SPD,A,25,177
Lubomír Španěl,SPD,Z,25,177
Radovan Vích,SPD,0,25,177
Lubomír Volný,SPD,A,25,177
Jiří Běhounek,ČSSD,A,25,177
Jan Birke,ČSSD,A,25,177
Petr Dolínek,ČSSD,Z,25,177
Jaroslav Foldyna,ČSSD,Z,25,177
Alena Gajdůšková,ČSSD,A,25,177
Jan Hamáček,ČSSD,Z,25,177
Tomáš Hanzel,ČSSD,Z,25,177
Milan Chovanec,ČSSD,M,25,177
Jan Chvojka,ČSSD,A,25,177
Roman Onderka,ČSSD,Z,25,177
Roman Sklenák,ČSSD,Z,25,177
Antonín Staněk,ČSSD,A,25,177
Kateřina Valachová,ČSSD,A,25,177
Ondřej Veselý,ČSSD,A,25,177
Lubomír Zaorálek,ČSSD,Z,25,177
Hana Aulická Jírovcová,KSČM,A,25,177
Alexander Černý,KSČM,A,25,177
Jiří Dolejš,KSČM,A,25,177
Vojtěch Filip,KSČM,A,25,177
Miroslav Grebeníček,KSČM,A,25,177
Stanislav Grospič,KSČM,A,25,177
