Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,0,72,1,4,1,19,166
ODS,25,25,0,0,0,0,19,166
Piráti,22,4,0,1,17,0,19,166
SPD,22,0,0,0,21,1,19,166
ČSSD,15,0,12,0,0,3,19,166
KSČM,15,0,14,1,0,0,19,166
KDU-ČSL,10,0,5,0,4,1,19,166
TOP09,7,6,0,0,0,1,19,166
STAN,6,4,0,0,1,1,19,166
Celkem,200,39,103,3,47,8,19,166
