Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,54,1,6,4,13,11,116
ODS,25,14,0,5,2,4,11,116
Piráti,22,17,2,2,1,0,11,116
SPD,22,14,0,0,0,8,11,116
ČSSD,15,5,0,4,1,5,11,116
KSČM,15,3,0,1,9,2,11,116
KDU-ČSL,10,6,2,0,0,2,11,116
TOP09,7,4,0,0,1,2,11,116
STAN,6,4,0,0,0,2,11,116
Celkem,200,121,5,18,18,38,11,116
