Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,63,0,0,2,13,54,39
ODS,23,12,0,3,2,6,54,39
Piráti,22,8,0,0,12,2,54,39
SPD,20,0,0,1,15,4,54,39
ČSSD,14,6,0,1,0,7,54,39
KSČM,15,9,0,4,0,2,54,39
KDU-ČSL,10,9,0,0,0,1,54,39
TOP09,7,4,0,0,0,3,54,39
STAN,6,3,0,0,0,3,54,39
Nezařaz,5,0,1,0,2,2,54,39
Celkem,200,114,1,9,33,43,54,39
