Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,50,0,9,2,17,6,24
ODS,25,15,0,7,0,3,6,24
Piráti,22,19,0,1,0,2,6,24
SPD,22,12,0,5,0,5,6,24
ČSSD,15,2,0,3,1,9,6,24
KSČM,15,3,0,4,7,1,6,24
KDU-ČSL,10,0,0,6,2,2,6,24
TOP09,7,4,0,3,0,0,6,24
STAN,6,2,0,2,0,2,6,24
Celkem,200,107,0,40,12,41,6,24
