Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,A,12,8
Andrej Babiš,ANO,A,12,8
Andrea Babišová,ANO,A,12,8
Margita Balaštíková,ANO,A,12,8
Josef Bělica,ANO,A,12,8
Stanislav Berkovec,ANO,A,12,8
Jiří Bláha,ANO,0,12,8
Richard Brabec,ANO,A,12,8
Milan Brázdil,ANO,A,12,8
Andrea Brzobohatá,ANO,A,12,8
Jaroslav Bžoch,ANO,A,12,8
Klára Dostálová,ANO,A,12,8
Lenka Dražilová,ANO,A,12,8
Jaroslav Faltýnek,ANO,A,12,8
Kamal Farhan,ANO,A,12,8
Milan Feranec,ANO,A,12,8
Eva Fialová,ANO,A,12,8
Stanislav Fridrich,ANO,A,12,8
Josef Hájek,ANO,A,12,8
Milan Hnilička,ANO,A,12,8
Ivan Jáč,ANO,A,12,8
Miloslav Janulík,ANO,A,12,8
Aleš Juchelka,ANO,A,12,8
Pavel Juříček,ANO,A,12,8
Adam Kalous,ANO,A,12,8
David Kasal,ANO,A,12,8
Tomáš Kohoutek,ANO,A,12,8
Martin Kolovratník,ANO,A,12,8
Barbora Kořanová,ANO,A,12,8
Josef Kott,ANO,A,12,8
Robert Králíček,ANO,A,12,8
Roman Kubíček,ANO,A,12,8
Jan Kubík,ANO,A,12,8
Jaroslav Kytýr,ANO,A,12,8
Taťána Malá,ANO,A,12,8
Přemysl Mališ,ANO,A,12,8
Jiří Mašek,ANO,A,12,8
Eva Matyášová,ANO,A,12,8
Radka Maxová,ANO,A,12,8
Marcela Melková,ANO,A,12,8
Jana Mračková Vildumetzová,ANO,A,12,8
Patrik Nacher,ANO,A,12,8
Marek Novák,ANO,A,12,8
Monika Oborná,ANO,A,12,8
Ladislav Okleštěk,ANO,A,12,8
Zuzana Ožanová,ANO,A,12,8
Jana Pastuchová,ANO,A,12,8
Robert Pelikán,ANO,0,12,8
František Petrtýl,ANO,A,12,8
Pavel Plzák,ANO,A,12,8
Milan Pour,ANO,A,12,8
David Pražák,ANO,A,12,8
Věra Procházková,ANO,A,12,8
Pavel Pustějovský,ANO,A,12,8
Karel Rais,ANO,A,12,8
Michal Ratiborský,ANO,A,12,8
Jan Richter,ANO,A,12,8
Miloslava Rutová,ANO,A,12,8
Pavel Růžička,ANO,A,12,8
Jan Řehounek,ANO,A,12,8
Petr Sadovský,ANO,A,12,8
Jan Schiller,ANO,A,12,8
Pavel Staněk,ANO,A,12,8
Martin Stropnický,ANO,A,12,8
Jiří Strýček,ANO,A,12,8
Karla Šlechtová,ANO,A,12,8
Julius Špičák,ANO,A,12,8
David Štolpa,ANO,A,12,8
Dan Ťok,ANO,M,12,8
Karel Tureček,ANO,A,12,8
Helena Válková,ANO,A,12,8
Adam Vojtěch,ANO,M,12,8
Jan Volný,ANO,A,12,8
Radek Vondráček,ANO,A,12,8
Ivo Vondrák,ANO,A,12,8
Petr Vrána,ANO,A,12,8
Rostislav Vyzula,ANO,A,12,8
Radek Zlesák,ANO,A,12,8
Ivan Adamec,ODS,A,12,8
Jan Bauer,ODS,A,12,8
Martin Baxa,ODS,A,12,8
Petr Beitl,ODS,A,12,8
Marek Benda,ODS,A,12,8
Stanislav Blaha,ODS,A,12,8
Pavel Blažek,ODS,A,12,8
Jana Černochová,ODS,A,12,8
Petr Fiala,ODS,A,12,8
Jakub Janda,ODS,A,12,8
Václav Klaus,ODS,0,12,8
Karel Krejza,ODS,A,12,8
Martin Kupka,ODS,A,12,8
Zuzana Majerová Zahradníková,ODS,A,12,8
Jaroslav Martinů,ODS,A,12,8
Ilona Mauritzová,ODS,A,12,8
Vojtěch Munzar,ODS,A,12,8
Miroslava Němcová,ODS,A,12,8
Jan Skopeček,ODS,A,12,8
Zbyněk Stanjura,ODS,A,12,8
Bohuslav Svoboda,ODS,A,12,8
Jiří Ventruba,ODS,A,12,8
Veronika Vrecionová,ODS,A,12,8
Jan Zahradník,ODS,A,12,8
Pavel Žáček,ODS,A,12,8
Dana Balcarová,Piráti,A,12,8
Lukáš Bartoň,Piráti,A,12,8
Ivan Bartoš,Piráti,A,12,8
Lukáš Černohorský,Piráti,A,12,8
František Elfmark,Piráti,A,12,8
Mikuláš Ferjenčík,Piráti,A,12,8
Radek Holomčík,Piráti,A,12,8
Martin Jiránek,Piráti,A,12,8
Lukáš Kolářík,Piráti,A,12,8
František Kopřiva,Piráti,A,12,8
Lenka Kozlová,Piráti,A,12,8
Jan Lipavský,Piráti,A,12,8
Tomáš Martínek,Piráti,A,12,8
Jakub Michálek,Piráti,A,12,8
Mikuláš Peksa,Piráti,A,12,8
Vojtěch Pikal,Piráti,A,12,8
Ondřej Polanský,Piráti,A,12,8
Jan Pošvář,Piráti,A,12,8
Ondřej Profant,Piráti,A,12,8
Olga Richterová,Piráti,A,12,8
Petr Třešňák,Piráti,A,12,8
Tomáš Vymazal,Piráti,A,12,8
Marian Bojko,SPD,M,12,8
Jaroslav Dvořák,SPD,A,12,8
Radim Fiala,SPD,A,12,8
Jaroslav Holík,SPD,A,12,8
Jan Hrnčíř,SPD,A,12,8
Tereza Hyťhová,SPD,A,12,8
Monika Jarošová,SPD,A,12,8
Pavel Jelínek,SPD,A,12,8
Jiří Kobza,SPD,A,12,8
Jiří Kohoutek,SPD,A,12,8
Radek Koten,SPD,A,12,8
Jana Levová,SPD,A,12,8
Karla Maříková,SPD,A,12,8
Ivana Nevludová,SPD,A,12,8
Tomio Okamura,SPD,A,12,8
Zdeněk Podal,SPD,A,12,8
Miloslav Rozner,SPD,A,12,8
Radek Rozvoral,SPD,A,12,8
Lucie Šafránková,SPD,A,12,8
Lubomír Španěl,SPD,A,12,8
Radovan Vích,SPD,A,12,8
Lubomír Volný,SPD,A,12,8
Jiří Běhounek,ČSSD,A,12,8
Jan Birke,ČSSD,A,12,8
Petr Dolínek,ČSSD,A,12,8
Jaroslav Foldyna,ČSSD,A,12,8
Alena Gajdůšková,ČSSD,A,12,8
Jan Hamáček,ČSSD,A,12,8
Tomáš Hanzel,ČSSD,A,12,8
Milan Chovanec,ČSSD,M,12,8
Jan Chvojka,ČSSD,A,12,8
Roman Onderka,ČSSD,A,12,8
Roman Sklenák,ČSSD,Z,12,8
Antonín Staněk,ČSSD,M,12,8
Kateřina Valachová,ČSSD,A,12,8
Ondřej Veselý,ČSSD,A,12,8
Lubomír Zaorálek,ČSSD,A,12,8
Hana Aulická Jírovcová,KSČM,N,12,8
Alexander Černý,KSČM,N,12,8
Jiří Dolejš,KSČM,Z,12,8
Vojtěch Filip,KSČM,N,12,8
Miroslav Grebeníček,KSČM,N,12,8
Stanislav Grospič,KSČM,N,12,8
Vladimír Koníček,KSČM,A,12,8
Pavel Kováčik,KSČM,N,12,8
Leo Luzar,KSČM,N,12,8
Květa Matušovská,KSČM,N,12,8
Zdeněk Ondráček,KSČM,A,12,8
Daniel Pawlas,KSČM,N,12,8
Ivo Pojezný,KSČM,N,12,8
Jiří Valenta,KSČM,N,12,8
Miloslava Vostrá,KSČM,Z,12,8
Jan Bartošek,KDU-ČSL,N,12,8
Pavel Bělobrádek,KDU-ČSL,Z,12,8
Ondřej Benešík,KDU-ČSL,Z,12,8
Jan Čižinský,KDU-ČSL,N,12,8
Pavla Golasowská,KDU-ČSL,N,12,8
Stanislav Juránek,KDU-ČSL,N,12,8
Marian Jurečka,KDU-ČSL,A,12,8
Vít Kaňkovský,KDU-ČSL,N,12,8
Jiří Mihola,KDU-ČSL,Z,12,8
Marek Výborný,KDU-ČSL,N,12,8
Dominik Feri,TOP09,A,12,8
Miroslav Kalousek,TOP09,A,12,8
Helena Langšádlová,TOP09,A,12,8
Markéta Pekarová Adamová,TOP09,M,12,8
Karel Schwarzenberg,TOP09,A,12,8
František Vácha,TOP09,A,12,8
Vlastimil Válek,TOP09,A,12,8
Jan Farský,STAN,A,12,8
Petr Gazdík,STAN,A,12,8
Věra Kovářová,STAN,A,12,8
Jana Krutáková,STAN,M,12,8
Petr Pávek,STAN,A,12,8
Vít Rakušan,STAN,A,12,8
