Name,Party,Vote,Mtg n.,Proposal n.
Věra Adámková,ANO,N,28,84
Andrej Babiš,ANO,M,28,84
Andrea Babišová,ANO,N,28,84
Margita Balaštíková,ANO,N,28,84
Josef Bělica,ANO,N,28,84
Stanislav Berkovec,ANO,N,28,84
Jiří Bláha,ANO,N,28,84
Richard Brabec,ANO,N,28,84
Milan Brázdil,ANO,N,28,84
Andrea Brzobohatá,ANO,N,28,84
Jaroslav Bžoch,ANO,N,28,84
Monika Červíčková,ANO,N,28,84
Klára Dostálová,ANO,M,28,84
Lenka Dražilová,ANO,N,28,84
Jaroslav Faltýnek,ANO,N,28,84
Kamal Farhan,ANO,N,28,84
Milan Feranec,ANO,N,28,84
Eva Fialová,ANO,N,28,84
Stanislav Fridrich,ANO,N,28,84
Josef Hájek,ANO,N,28,84
Milan Hnilička,ANO,N,28,84
Ivan Jáč,ANO,N,28,84
Miloslav Janulík,ANO,N,28,84
Aleš Juchelka,ANO,N,28,84
Pavel Juříček,ANO,M,28,84
Iva Kalátová,ANO,N,28,84
Adam Kalous,ANO,N,28,84
David Kasal,ANO,Z,28,84
Tomáš Kohoutek,ANO,N,28,84
Martin Kolovratník,ANO,N,28,84
Barbora Kořanová,ANO,N,28,84
Josef Kott,ANO,N,28,84
Robert Králíček,ANO,N,28,84
Roman Kubíček,ANO,N,28,84
Jan Kubík,ANO,N,28,84
Jaroslav Kytýr,ANO,N,28,84
Taťána Malá,ANO,N,28,84
Přemysl Mališ,ANO,N,28,84
Jiří Mašek,ANO,N,28,84
Eva Matyášová,ANO,N,28,84
Radka Maxová,ANO,N,28,84
Marcela Melková,ANO,N,28,84
Jana Mračková Vildumetzová,ANO,N,28,84
Patrik Nacher,ANO,N,28,84
Marek Novák,ANO,N,28,84
Monika Oborná,ANO,N,28,84
Ladislav Okleštěk,ANO,N,28,84
Zuzana Ožanová,ANO,M,28,84
Jana Pastuchová,ANO,Z,28,84
František Petrtýl,ANO,N,28,84
Pavel Plzák,ANO,N,28,84
Milan Pour,ANO,N,28,84
David Pražák,ANO,N,28,84
Věra Procházková,ANO,N,28,84
Pavel Pustějovský,ANO,M,28,84
Karel Rais,ANO,N,28,84
Michal Ratiborský,ANO,N,28,84
Jan Richter,ANO,N,28,84
Miloslava Rutová,ANO,N,28,84
Pavel Růžička,ANO,N,28,84
Jan Řehounek,ANO,N,28,84
Petr Sadovský,ANO,N,28,84
Jan Schiller,ANO,N,28,84
Pavel Staněk,ANO,Z,28,84
Jiří Strýček,ANO,N,28,84
Karla Šlechtová,ANO,N,28,84
Julius Špičák,ANO,N,28,84
David Štolpa,ANO,N,28,84
Karel Tureček,ANO,N,28,84
Helena Válková,ANO,N,28,84
Petr Venhoda,ANO,N,28,84
Adam Vojtěch,ANO,N,28,84
Jan Volný,ANO,N,28,84
Radek Vondráček,ANO,M,28,84
Ivo Vondrák,ANO,N,28,84
Petr Vrána,ANO,N,28,84
Rostislav Vyzula,ANO,N,28,84
Radek Zlesák,ANO,N,28,84
Ivan Adamec,ODS,A,28,84
Jan Bauer,ODS,M,28,84
Martin Baxa,ODS,A,28,84
Petr Beitl,ODS,A,28,84
Marek Benda,ODS,A,28,84
Stanislav Blaha,ODS,A,28,84
Pavel Blažek,ODS,A,28,84
Jana Černochová,ODS,A,28,84
Petr Fiala,ODS,A,28,84
Jakub Janda,ODS,A,28,84
Karel Krejza,ODS,A,28,84
Martin Kupka,ODS,M,28,84
Jaroslav Martinů,ODS,A,28,84
Ilona Mauritzová,ODS,A,28,84
Vojtěch Munzar,ODS,A,28,84
Miroslava Němcová,ODS,A,28,84
Jan Skopeček,ODS,A,28,84
Zbyněk Stanjura,ODS,A,28,84
Bohuslav Svoboda,ODS,A,28,84
Jiří Ventruba,ODS,A,28,84
Veronika Vrecionová,ODS,0,28,84
Jan Zahradník,ODS,A,28,84
Pavel Žáček,ODS,A,28,84
Dana Balcarová,Piráti,A,28,84
Lukáš Bartoň,Piráti,A,28,84
Ivan Bartoš,Piráti,A,28,84
Lukáš Černohorský,Piráti,A,28,84
František Elfmark,Piráti,A,28,84
Mikuláš Ferjenčík,Piráti,A,28,84
Radek Holomčík,Piráti,A,28,84
Martin Jiránek,Piráti,A,28,84
Lukáš Kolářík,Piráti,A,28,84
František Kopřiva,Piráti,A,28,84
Lenka Kozlová,Piráti,A,28,84
Jan Lipavský,Piráti,A,28,84
Tomáš Martínek,Piráti,A,28,84
Jakub Michálek,Piráti,A,28,84
Mikuláš Peksa,Piráti,M,28,84
Vojtěch Pikal,Piráti,A,28,84
Ondřej Polanský,Piráti,A,28,84
Jan Pošvář,Piráti,A,28,84
Ondřej Profant,Piráti,A,28,84
Olga Richterová,Piráti,A,28,84
Petr Třešňák,Piráti,A,28,84
Tomáš Vymazal,Piráti,A,28,84
Jaroslav Dvořák,SPD,A,28,84
Radim Fiala,SPD,M,28,84
Jaroslav Holík,SPD,A,28,84
Jan Hrnčíř,SPD,Z,28,84
Tereza Hyťhová,SPD,A,28,84
Monika Jarošová,SPD,A,28,84
Pavel Jelínek,SPD,A,28,84
Jiří Kobza,SPD,M,28,84
Jiří Kohoutek,SPD,A,28,84
Radek Koten,SPD,M,28,84
Jana Levová,SPD,A,28,84
Karla Maříková,SPD,A,28,84
Tomio Okamura,SPD,M,28,84
Zdeněk Podal,SPD,A,28,84
Miloslav Rozner,SPD,A,28,84
Radek Rozvoral,SPD,A,28,84
Lucie Šafránková,SPD,A,28,84
Lubomír Španěl,SPD,A,28,84
Radovan Vích,SPD,A,28,84
Jiří Běhounek,ČSSD,Z,28,84
Jan Birke,ČSSD,Z,28,84
Petr Dolínek,ČSSD,N,28,84
Jaroslav Foldyna,ČSSD,N,28,84
Alena Gajdůšková,ČSSD,N,28,84
Jan Hamáček,ČSSD,Z,28,84
Tomáš Hanzel,ČSSD,Z,28,84
Jan Chvojka,ČSSD,N,28,84
Roman Onderka,ČSSD,Z,28,84
Roman Sklenák,ČSSD,Z,28,84
Antonín Staněk,ČSSD,N,28,84
Kateřina Valachová,ČSSD,N,28,84
Ondřej Veselý,ČSSD,Z,28,84
Václav Votava,ČSSD,N,28,84
Lubomír Zaorálek,ČSSD,Z,28,84
Hana Aulická Jírovcová,KSČM,N,28,84
Alexander Černý,KSČM,N,28,84
Jiří Dolejš,KSČM,Z,28,84
Vojtěch Filip,KSČM,Z,28,84
Miroslav Grebeníček,KSČM,N,28,84
Stanislav Grospič,KSČM,N,28,84
Pavel Kováčik,KSČM,N,28,84
Leo Luzar,KSČM,M,28,84
Květa Matušovská,KSČM,N,28,84
Zdeněk Ondráček,KSČM,N,28,84
Daniel Pawlas,KSČM,N,28,84
Marie Pěnčíková,KSČM,N,28,84
Ivo Pojezný,KSČM,N,28,84
Jiří Valenta,KSČM,N,28,84
Miloslava Vostrá,KSČM,N,28,84
Jan Bartošek,KDU-ČSL,A,28,84
Pavel Bělobrádek,KDU-ČSL,A,28,84
Ondřej Benešík,KDU-ČSL,A,28,84
Jan Čižinský,KDU-ČSL,A,28,84
Pavla Golasowská,KDU-ČSL,A,28,84
Stanislav Juránek,KDU-ČSL,A,28,84
Marian Jurečka,KDU-ČSL,A,28,84
Vít Kaňkovský,KDU-ČSL,A,28,84
Jiří Mihola,KDU-ČSL,A,28,84
Marek Výborný,KDU-ČSL,Z,28,84
Dominik Feri,TOP09,A,28,84
Miroslav Kalousek,TOP09,M,28,84
Helena Langšádlová,TOP09,A,28,84
Markéta Pekarová Adamová,TOP09,A,28,84
Karel Schwarzenberg,TOP09,A,28,84
František Vácha,TOP09,A,28,84
Vlastimil Válek,TOP09,A,28,84
Jan Farský,STAN,A,28,84
Petr Gazdík,STAN,A,28,84
Věra Kovářová,STAN,A,28,84
Jana Krutáková,STAN,A,28,84
Petr Pávek,STAN,M,28,84
Vít Rakušan,STAN,A,28,84
Marian Bojko,Nezařaz,M,28,84
Václav Klaus,Nezařaz,Z,28,84
Zuzana Majerová Zahradníková,Nezařaz,A,28,84
Ivana Nevludová,Nezařaz,A,28,84
Lubomír Volný,Nezařaz,A,28,84
