Party,N. repr.,A,N,0,Z,M,Meeting,Proposal
ANO,78,61,0,3,2,12,6,52
ODS,25,18,0,0,3,4,6,52
Piráti,22,18,0,1,0,3,6,52
SPD,22,15,0,2,2,3,6,52
ČSSD,15,6,0,3,3,3,6,52
KSČM,15,13,0,0,1,1,6,52
KDU-ČSL,10,9,0,1,0,0,6,52
TOP09,7,2,0,2,1,2,6,52
STAN,6,5,0,1,0,0,6,52
Celkem,200,147,0,13,12,28,6,52
